arm,model_tag,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
oracle,none,40,40,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00295,0.004723,0.001486,0.004414,,,,,,,,,,,,,,,,
pc_greedy_meek,none,40,40,0,0.752053,0.167364,0.700186,0.80392,0.713313,0.274725,0.628175,0.798452,0.823869,0.080884,0.798803,0.848936,2.525,1.377242,2.098188,2.951812,0.829167,0.21841,0.761481,0.896853,1.975,0.619657,1.782966,2.167034,1.975,0.619657,1.782966,2.167034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82387,0.080884,0.798803,0.848936,,,,,,,,,,,,,,,,,,,,,,,,,0.181175,0.927631,-0.106301,0.468651,,,,,,,,,,,,,,,,
probe,gpt-4o-mini-2024-07-18,40,40,0,0.811719,0.104684,0.779277,0.844161,0.79998,0.148714,0.753893,0.846067,0.847877,0.078633,0.823509,0.872246,2.15,1.144664,1.795265,2.504735,0.7,0.177831,0.64489,0.75511,2.425,0.675107,2.215782,2.634218,2.425,0.675107,2.215782,2.634218,47.7,1.897367,47.112,48.288,0.05,0.220721,-0.018402,0.118402,0.849542,0.078263,0.825288,0.873796,-0.9,0.441443,-1.036805,-0.763195,2.567315,0.789466,2.322657,2.811973,0.13733,0.254741,0.058385,0.216275,0.945178,0.115695,0.909324,0.981032,,,,,,,,,0.82387,0.080884,0.798803,0.848936,979.175,151.238967,932.305559,1026.044441,97.55,17.041352,92.26883,102.83117,1076.725,155.941144,1028.398339,1125.051661,0.000205,2.7e-05,0.000197,0.000214,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.4023,1.077981,2.06823,2.73637,3.4,0.744208,3.169367,3.630633,2.85,1.001281,2.5397,3.1603,0.025,0.158114,-0.024,0.074,0.55,0.714322,0.328629,0.771371
probe,qwen3-coder-30b-a3b-instruct,40,40,0,0.800584,0.115225,0.764875,0.836292,0.748342,0.242605,0.673158,0.823526,0.853387,0.079812,0.828653,0.878121,2.175,1.174243,1.811098,2.538902,0.733333,0.199,0.671662,0.795004,2.35,0.622237,2.157167,2.542833,2.35,0.622237,2.157167,2.542833,47.7,1.897367,47.112,48.288,0.075,0.266747,-0.007666,0.157666,0.85489,0.089763,0.827072,0.882708,-0.85,0.533494,-1.015331,-0.684669,2.635164,0.740889,2.40556,2.864768,0.1894,0.365891,0.07601,0.302791,0.898191,0.202917,0.835306,0.961076,,,,,,,,,0.82387,0.080884,0.798803,0.848936,1461.95,205.39717,1398.296758,1525.603242,269.675,49.644576,254.289986,285.060014,1731.625,221.780983,1662.894361,1800.355639,0.000822,0.000104,0.00079,0.000854,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.52415,1.06889,3.192898,3.855402,2.4,1.194002,2.029975,2.770025,3.2,1.090754,2.861972,3.538028,0.025,0.158114,-0.024,0.074,0.675,0.655842,0.471753,0.878247
probe_llm_graphs,gpt-4o-mini-2024-07-18,40,40,0,0.527843,0.212694,0.461928,0.593757,0.594412,0.331239,0.49176,0.697064,0.801098,0.104177,0.768813,0.833382,4.3,2.065591,3.659867,4.940133,0.908333,0.176827,0.853534,0.963133,1.1,1.007663,0.787722,1.412278,1.1,1.007663,0.787722,1.412278,8.825,3.120548,7.857932,9.792068,0.025,0.158114,-0.024,0.074,0.568719,0.193786,0.508664,0.628773,-0.95,0.316228,-1.048,-0.852,0.519642,0.542454,0.351534,0.68775,0.016179,0.07564,-0.007262,0.03962,0.99571,0.021058,0.989184,1.002236,12.0,0.0,12.0,12.0,8.825,3.120548,7.857932,9.792068,0.82387,0.080884,0.798803,0.848936,923.225,128.134642,883.515663,962.934337,325.625,70.625661,303.737881,347.512119,1248.85,171.721532,1195.632946,1302.067054,0.000334,5.4e-05,0.000317,0.000351,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.41475,1.292376,4.014239,4.815261,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_llm_graphs,qwen3-coder-30b-a3b-instruct,40,40,0,0.553113,0.238922,0.47907,0.627155,0.606925,0.327687,0.505373,0.708476,0.777246,0.15989,0.727695,0.826796,4.5,2.952617,3.584974,5.415026,0.904167,0.172494,0.85071,0.957623,1.3,1.090754,0.961972,1.638028,1.3,1.090754,0.961972,1.638028,8.075,4.434061,6.70087,9.44913,0.025,0.158114,-0.024,0.074,0.585178,0.227276,0.514744,0.655611,-0.95,0.316228,-1.048,-0.852,0.956253,0.861274,0.689341,1.223164,0.083198,0.237708,0.009532,0.156865,0.97295,0.081452,0.947707,0.998192,11.375,1.749542,10.832811,11.917189,6.55,4.986906,5.004542,8.095458,0.82387,0.080884,0.798803,0.848936,1475.325,439.332208,1339.174538,1611.475462,768.125,366.762005,654.464277,881.785723,2243.45,630.751402,2047.978115,2438.921885,0.001555,0.000578,0.001376,0.001734,1.075,0.349908,0.966562,1.183438,0.075,0.349908,-0.033438,0.183438,7.5507,3.790969,6.375866,8.725534,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_mec_only,none,40,40,0,0.720881,0.19061,0.66181,0.779952,0.689702,0.278491,0.603397,0.776008,0.823869,0.080884,0.798803,0.848936,2.7,1.539231,2.222988,3.177012,0.85,0.212836,0.784041,0.915959,1.9,0.632456,1.704,2.096,1.9,0.632456,1.704,2.096,7.3,4.630999,5.864838,8.735162,0.025,0.158114,-0.024,0.074,0.740441,0.172166,0.687087,0.793796,-0.95,0.316228,-1.048,-0.852,1.810479,0.600973,1.624236,1.996723,0.034682,0.152988,-0.01273,0.082093,0.974998,0.11036,0.940797,1.009199,,,,,,,,,0.82387,0.080884,0.798803,0.848936,,,,,,,,,,,,,,,,,,,,,,,,,0.08295,0.073243,0.060252,0.105648,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_oracle_edits,none,40,40,0,0.993182,0.043122,0.979818,1.006545,0.99375,0.039528,0.9815,1.006,0.997727,0.014374,0.993273,1.002182,0.05,0.316228,-0.048,0.148,0.891667,0.205168,0.828084,0.955249,1.875,0.404304,1.749705,2.000295,1.875,0.404304,1.749705,2.000295,48.0,0.0,48.0,48.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.05,0.316228,0.952,1.148,2.105009,0.477881,1.956912,2.253106,0.000304,0.001037,-1.7e-05,0.000625,0.999967,0.000119,0.99993,1.000004,,,,,,,,,0.82387,0.080884,0.798803,0.848936,,,,,,,,,,,,,,,,,,,,,,,,,0.42655,0.951917,0.131548,0.721552,0.1,0.303822,0.005845,0.194155,2.0,0.816497,1.746965,2.253035,0.1,0.303822,0.005845,0.194155,2.0,0.816497,1.746965,2.253035
probe_random_edits,none,40,40,0,0.774316,0.125758,0.735343,0.813288,0.747718,0.2155,0.680934,0.814502,0.828168,0.08094,0.803085,0.853252,2.45,1.197219,2.078978,2.821022,0.6875,0.173729,0.633661,0.741339,2.425,0.675107,2.215782,2.634218,2.425,0.675107,2.215782,2.634218,48.0,0.0,48.0,48.0,0.025,0.158114,-0.024,0.074,0.827474,0.086435,0.800688,0.854261,-0.95,0.316228,-1.048,-0.852,2.544083,0.7009,2.326872,2.761294,0.175784,0.309487,0.079873,0.271695,0.925722,0.154699,0.87778,0.973664,,,,,,,,,0.82387,0.080884,0.798803,0.848936,,,,,,,,,,,,,,,,,,,,,,,,,0.66375,0.975079,0.36157,0.96593,3.925,0.266747,3.842334,4.007666,4.0,0.0,4.0,4.0,0.05,0.220721,-0.018402,0.118402,0.4,0.708918,0.180304,0.619696
probe_skel_only,none,40,40,0,0.759764,0.149616,0.713397,0.80613,0.707222,0.247621,0.630484,0.783961,0.823869,0.080884,0.798803,0.848936,2.475,1.198022,2.103729,2.846271,0.8,0.210819,0.734667,0.865333,2.075,0.729858,1.848815,2.301185,2.075,0.729858,1.848815,2.301185,32.4,14.143586,28.016857,36.783143,0.025,0.158114,-0.024,0.074,0.82387,0.080884,0.798803,0.848936,-0.95,0.316228,-1.048,-0.852,2.146932,0.569313,1.9705,2.323364,0.034848,0.152953,-0.012552,0.082249,0.97498,0.110356,0.94078,1.00918,,,,,,,,,0.82387,0.080884,0.798803,0.848936,,,,,,,,,,,,,,,,,,,,,,,,,0.483375,0.967755,0.183465,0.783285,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
