arm,model_tag,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
oracle,none,20,20,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00375,0.006544,0.000882,0.006618,,,,,,,,,,,,,,,,
pc_greedy,none,20,20,0,0.693157,0.200612,0.605235,0.781079,0.786468,0.250905,0.676504,0.896432,0.803613,0.086777,0.765582,0.841645,3.15,1.954078,2.293588,4.006412,0.775,0.237402,0.670954,0.879046,1.85,0.74516,1.523419,2.176581,1.85,0.74516,1.523419,2.176581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803613,0.086777,0.765582,0.841645,,,,,,,,,,,,,,,,,,,,,,,,,0.43045,1.12327,-0.061845,0.922745,,,,,,,,,,,,,,,,
pc_greedy_meek,none,20,20,0,0.6866,0.18065,0.607427,0.765773,0.75869,0.269065,0.640767,0.876613,0.803613,0.086777,0.765582,0.841645,3.15,1.755443,2.380643,3.919357,0.858333,0.224748,0.759833,0.956834,1.7,0.656947,1.41208,1.98792,1.7,0.656947,1.41208,1.98792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803613,0.086777,0.765582,0.841645,,,,,,,,,,,,,,,,,,,,,,,,,0.4155,1.127205,-0.078519,0.909519,,,,,,,,,,,,,,,,
probe,gpt-4o-mini-2024-07-18,20,20,0,0.795156,0.123423,0.741063,0.849249,0.839048,0.192237,0.754796,0.923299,0.818966,0.099931,0.775169,0.862762,2.45,1.538112,1.775893,3.124107,0.716667,0.203047,0.627677,0.805656,2.25,0.71635,1.936046,2.563954,2.25,0.71635,1.936046,2.563954,48.0,0.0,48.0,48.0,0.05,0.223607,-0.048,0.148,0.831189,0.094564,0.789745,0.872633,-0.9,0.447214,-1.096,-0.704,2.42931,0.69996,2.122538,2.736081,0.240284,0.414088,0.058802,0.421765,0.897189,0.184662,0.816257,0.97812,,,,,,,,,0.803613,0.086777,0.765582,0.841645,979.9,153.495037,912.627834,1047.172166,95.15,16.899938,87.743276,102.556724,1075.05,154.055176,1007.532342,1142.567658,0.000204,2.5e-05,0.000193,0.000215,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.67815,1.425695,2.053312,3.302988,3.25,0.786398,2.905346,3.594654,2.5,1.50438,1.840677,3.159323,,,,,,,,
probe,qwen3-coder-30b-a3b-instruct,20,20,0,0.800984,0.125578,0.745947,0.856021,0.842222,0.192799,0.757724,0.92672,0.825075,0.112212,0.775896,0.874254,2.3,1.49032,1.646839,2.953161,0.758333,0.212717,0.665106,0.851561,2.1,0.788069,1.754614,2.445386,2.1,0.788069,1.754614,2.445386,45.6,7.829768,42.168453,49.031547,0.05,0.223607,-0.048,0.148,0.830496,0.107648,0.783318,0.877675,-0.9,0.447214,-1.096,-0.704,2.381682,0.775564,2.041776,2.721588,0.077644,0.293587,-0.051026,0.206315,0.966085,0.137171,0.905967,1.026203,,,,,,,,,0.803613,0.086777,0.765582,0.841645,1443.15,208.669034,1351.696764,1534.603236,212.8,97.747042,169.96047,255.63953,1655.95,256.689957,1543.450666,1768.449334,0.000792,0.000211,0.0007,0.000885,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5003,9.637126,2.276643,10.723957,1.3,1.750188,0.532946,2.067054,2.95,1.431782,2.322494,3.577506,,,,,,,,
probe_llm_graphs,gpt-4o-mini-2024-07-18,20,20,0,0.497531,0.244437,0.390402,0.60466,0.647024,0.396952,0.473052,0.820996,0.792314,0.089158,0.753239,0.83139,4.65,2.277464,3.651857,5.648143,0.9,0.182574,0.819983,0.980017,1.1,1.020836,0.652599,1.547401,1.1,1.020836,0.652599,1.547401,8.8,3.053902,7.461569,10.138431,0.0,0.0,0.0,0.0,0.54225,0.241042,0.436608,0.647891,-1.0,0.0,-1.0,-1.0,0.559812,0.598954,0.297309,0.822316,0.011793,0.042288,-0.006741,0.030326,0.997313,0.010433,0.992741,1.001886,12.0,0.0,12.0,12.0,8.8,3.053902,7.461569,10.138431,0.803613,0.086777,0.765582,0.841645,923.25,129.596895,866.451656,980.048344,326.5,63.978204,298.460316,354.539684,1249.75,167.604445,1176.294113,1323.205887,0.000334,5e-05,0.000312,0.000356,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.8208,0.889398,3.431004,4.210596,,,,,,,,,,,,,,,,
probe_llm_graphs,qwen3-coder-30b-a3b-instruct,20,20,0,0.49433,0.253523,0.383219,0.605442,0.677302,0.316742,0.538483,0.81612,0.748371,0.143704,0.68539,0.811352,5.05,3.068945,3.704976,6.395024,0.866667,0.191943,0.782544,0.950789,1.3,1.218282,0.766064,1.833936,1.3,1.218282,0.766064,1.833936,8.55,4.628004,6.521688,10.578312,0.0,0.0,0.0,0.0,0.552309,0.236431,0.448689,0.655929,-1.0,0.0,-1.0,-1.0,0.784211,0.770165,0.446672,1.121751,0.036132,0.1254,-0.018826,0.091091,0.98908,0.041882,0.970724,1.007435,12.0,0.0,12.0,12.0,8.55,4.628004,6.521688,10.578312,0.803613,0.086777,0.765582,0.841645,1362.55,184.808998,1281.553885,1443.546115,618.4,169.319505,544.192455,692.607545,1980.95,275.69042,1860.123346,2101.776654,0.001467,0.000307,0.001333,0.001602,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.09785,13.215086,8.306083,19.889617,,,,,,,,,,,,,,,,
probe_mec_only,none,20,20,0,0.645524,0.213886,0.551784,0.739263,0.73369,0.268692,0.615931,0.85145,0.803613,0.086777,0.765582,0.841645,3.35,1.926956,2.505474,4.194526,0.816667,0.235081,0.713638,0.919696,1.65,0.812728,1.293806,2.006194,1.65,0.812728,1.293806,2.006194,5.65,3.869925,3.953931,7.346069,0.0,0.0,0.0,0.0,0.671,0.207406,0.5801,0.7619,-1.0,0.0,-1.0,-1.0,1.506747,0.724541,1.189203,1.824292,0.069315,0.213347,-0.024188,0.162818,0.95,0.153897,0.882552,1.017448,,,,,,,,,0.803613,0.086777,0.765582,0.841645,,,,,,,,,,,,,,,,,,,,,,,,,0.1116,0.141616,0.049534,0.173666,,,,,,,,,,,,,,,,
probe_oracle_edits,none,20,20,0,0.973864,0.08053,0.93857,1.009158,0.980357,0.062908,0.952786,1.007928,0.982955,0.058469,0.957329,1.00858,0.3,0.978721,-0.128943,0.728943,0.866667,0.213574,0.773064,0.96027,1.85,0.587143,1.592673,2.107327,1.85,0.587143,1.592673,2.107327,48.0,0.0,48.0,48.0,0.95,0.223607,0.852,1.048,0.9875,0.055902,0.963,1.012,1.0,0.648886,0.715613,1.284387,2.169563,0.5237,1.940041,2.399084,0.000384,0.001284,-0.000179,0.000947,0.999957,0.00015,0.999891,1.000023,,,,,,,,,0.803613,0.086777,0.765582,0.841645,,,,,,,,,,,,,,,,,,,,,,,,,1.64385,0.967561,1.219798,2.067902,0.15,0.48936,-0.064472,0.364472,2.2,0.894427,1.808,2.592,0.15,0.48936,-0.064472,0.364472,2.2,0.894427,1.808,2.592
probe_oracle_edits_noreserve,none,20,20,0,0.9875,0.055902,0.963,1.012,0.992857,0.031944,0.978857,1.006857,0.9875,0.055902,0.963,1.012,0.2,0.894427,-0.192,0.592,0.808333,0.224748,0.709833,0.906834,2.05,0.604805,1.784932,2.315068,2.05,0.604805,1.784932,2.315068,48.0,0.0,48.0,48.0,0.95,0.223607,0.852,1.048,0.9875,0.055902,0.963,1.012,0.9,0.447214,0.704,1.096,2.175192,0.535081,1.940682,2.409702,0.000431,0.001544,-0.000246,0.001108,0.999954,0.000174,0.999877,1.00003,,,,,,,,,0.803613,0.086777,0.765582,0.841645,,,,,,,,,,,,,,,,,,,,,,,,,1.8271,1.173844,1.31264,2.34156,0.15,0.48936,-0.064472,0.364472,2.2,0.894427,1.808,2.592,0.15,0.48936,-0.064472,0.364472,2.2,0.894427,1.808,2.592
