arm,model_tag,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
oracle,none,20,20,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00245,0.000759,0.002117,0.002783,,,,,,,,,,,,,,,,
pc_greedy,none,20,20,0,0.843831,0.159948,0.773731,0.913932,0.877356,0.140236,0.815895,0.938817,0.917489,0.06647,0.888357,0.946621,1.65,1.496487,0.994136,2.305864,0.825,0.226045,0.725931,0.924069,1.85,0.74516,1.523419,2.176581,1.85,0.74516,1.523419,2.176581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.917489,0.06647,0.888357,0.946621,,,,,,,,,,,,,,,,,,,,,,,,,0.4756,1.129115,-0.019257,0.970457,,,,,,,,,,,,,,,,
pc_greedy_meek,none,20,20,0,0.804134,0.193943,0.719135,0.889133,0.844618,0.196016,0.75871,0.930525,0.917489,0.06647,0.888357,0.946621,1.85,1.598519,1.149418,2.550582,0.916667,0.175219,0.839873,0.99346,1.55,0.759155,1.217286,1.882714,1.55,0.759155,1.217286,1.882714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.917489,0.06647,0.888357,0.946621,,,,,,,,,,,,,,,,,,,,,,,,,0.4746,1.1399,-0.024983,0.974183,,,,,,,,,,,,,,,,
probe,gpt-4o-mini-2024-07-18,20,20,0,0.870119,0.115789,0.819372,0.920866,0.85869,0.149369,0.793227,0.924154,0.910785,0.069439,0.880352,0.941218,1.45,1.099043,0.968323,1.931677,0.775,0.218146,0.679393,0.870607,2.15,0.67082,1.856,2.444,2.15,0.67082,1.856,2.444,48.0,0.0,48.0,48.0,0.3,0.470162,0.093942,0.506058,0.906218,0.08686,0.868149,0.944286,-0.35,1.03999,-0.805796,0.105796,2.337666,0.637908,2.05809,2.617242,0.087256,0.250741,-0.022637,0.197148,0.959299,0.148576,0.894183,1.024415,,,,,,,,,0.917489,0.06647,0.888357,0.946621,979.7,153.291295,912.517128,1046.882872,103.35,19.167612,94.949423,111.750577,1083.05,154.469031,1015.350962,1150.749038,0.000209,2.6e-05,0.000198,0.00022,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.11405,1.572369,2.424929,3.803171,3.75,0.55012,3.508899,3.991101,2.6,1.500877,1.942212,3.257788,,,,,,,,
probe,qwen3-coder-30b-a3b-instruct,20,20,0,0.860927,0.153898,0.793478,0.928376,0.844582,0.205363,0.754577,0.934586,0.912082,0.080559,0.876775,0.947388,1.6,1.667018,0.869397,2.330603,0.716667,0.203047,0.627677,0.805656,2.3,0.656947,2.01208,2.58792,2.3,0.656947,2.01208,2.58792,48.0,0.0,48.0,48.0,0.4,0.502625,0.179715,0.620285,0.925049,0.078473,0.890656,0.959441,-0.2,1.005249,-0.64057,0.24057,2.475335,0.680315,2.177174,2.773496,0.196674,0.360556,0.038653,0.354695,0.928226,0.149294,0.862795,0.993658,,,,,,,,,0.917489,0.06647,0.888357,0.946621,1446.0,206.149665,1355.650926,1536.349074,182.9,86.692985,144.905124,220.894876,1628.9,208.716605,1537.425915,1720.374085,0.000731,0.000159,0.000661,0.000801,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.22585,4.788395,4.127243,8.324457,0.75,1.251315,0.201587,1.298413,2.75,1.551739,2.06992,3.43008,,,,,,,,
probe_llm_graphs,gpt-4o-mini-2024-07-18,20,20,0,0.600227,0.163237,0.528686,0.671769,0.820292,0.209505,0.728473,0.912112,0.882278,0.095756,0.840311,0.924245,3.5,1.638356,2.781959,4.218041,0.983333,0.074536,0.950667,1.016,0.5,0.760886,0.166527,0.833473,0.5,0.760886,0.166527,0.833473,7.85,3.89703,6.142051,9.557949,0.0,0.0,0.0,0.0,0.648337,0.138842,0.587487,0.709187,-1.0,0.0,-1.0,-1.0,0.269694,0.392881,0.097506,0.441882,0.022979,0.102389,-0.021894,0.067853,0.994077,0.026453,0.982483,1.005671,12.0,0.0,12.0,12.0,7.85,3.89703,6.142051,9.557949,0.917489,0.06647,0.888357,0.946621,927.9,129.741808,871.038145,984.761855,357.9,38.92219,340.841598,374.958402,1285.8,160.829625,1215.313309,1356.286691,0.000354,4e-05,0.000336,0.000371,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.36305,0.793256,4.01539,4.71071,,,,,,,,,,,,,,,,
probe_llm_graphs,qwen3-coder-30b-a3b-instruct,20,20,0,0.640386,0.187309,0.558294,0.722478,0.879737,0.151723,0.813241,0.946232,0.870375,0.120612,0.817515,0.923236,3.75,2.446802,2.677642,4.822358,0.8,0.213574,0.706397,0.893603,1.6,1.187656,1.079487,2.120513,1.6,1.187656,1.079487,2.120513,6.7,3.599708,5.122359,8.277641,0.1,0.307794,-0.034896,0.234896,0.669808,0.188503,0.587193,0.752423,-0.8,0.615587,-1.069793,-0.530207,0.641319,0.619498,0.369812,0.912826,0.132086,0.235664,0.028801,0.235371,0.943581,0.119447,0.89123,0.995931,12.0,0.0,12.0,12.0,6.7,3.599708,5.122359,8.277641,0.917489,0.06647,0.888357,0.946621,1370.25,182.53792,1290.249229,1450.250771,774.5,168.682355,700.571698,848.428302,2144.75,301.452252,2012.632725,2276.867275,0.001726,0.000334,0.00158,0.001872,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.38795,10.116115,13.954367,22.821533,,,,,,,,,,,,,,,,
probe_mec_only,none,20,20,0,0.78165,0.204729,0.691924,0.871377,0.832118,0.193541,0.747295,0.916941,0.917489,0.06647,0.888357,0.946621,2.0,1.685854,1.261142,2.738858,0.891667,0.197017,0.80532,0.978013,1.6,0.753937,1.269573,1.930427,1.6,0.753937,1.269573,1.930427,5.85,3.216323,4.440384,7.259616,0.25,0.444262,0.055294,0.444706,0.790741,0.188591,0.708088,0.873395,-0.5,0.888523,-0.889413,-0.110587,1.587841,0.665982,1.295962,1.879721,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,0.917489,0.06647,0.888357,0.946621,,,,,,,,,,,,,,,,,,,,,,,,,0.1045,0.085632,0.06697,0.14203,,,,,,,,,,,,,,,,
probe_oracle_edits,none,20,20,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.85,0.215618,0.755501,0.944499,1.95,0.604805,1.684932,2.215068,1.95,0.604805,1.684932,2.215068,48.0,0.0,48.0,48.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.004855,0.577748,1.751646,2.258064,0.000207,0.000923,-0.000198,0.000611,0.999979,9.4e-05,0.999938,1.00002,,,,,,,,,0.917489,0.06647,0.888357,0.946621,,,,,,,,,,,,,,,,,,,,,,,,,2.93775,1.168501,2.425632,3.449868,0.1,0.307794,-0.034896,0.234896,1.0,0.794719,0.651699,1.348301,0.1,0.307794,-0.034896,0.234896,1.0,0.794719,0.651699,1.348301
probe_oracle_edits_noreserve,none,20,20,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.866667,0.213574,0.773064,0.96027,1.9,0.552506,1.657853,2.142147,1.9,0.552506,1.657853,2.142147,48.0,0.0,48.0,48.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.987141,0.559898,1.741755,2.232527,0.000207,0.000923,-0.000198,0.000611,0.999979,9.4e-05,0.999938,1.00002,,,,,,,,,0.917489,0.06647,0.888357,0.946621,,,,,,,,,,,,,,,,,,,,,,,,,2.85085,1.080385,2.377351,3.324349,0.1,0.307794,-0.034896,0.234896,1.0,0.794719,0.651699,1.348301,0.1,0.307794,-0.034896,0.234896,1.0,0.794719,0.651699,1.348301
