run_id,arm,model_tag,level,seed,step,target,value,n_hypotheses,entropy_before_nats,entropy_after_nats,entropy_drop_nats,map_weight_after,map_directed_f1_after,truth_rank_after,edges_resolved,undirected_after,selector_meta
20260816T142955Z,probe_skel_only,none,1,123393401,1,3,3.0017,48,1.43599,0.0,1.43599,1.0,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03165, ""eig_by_target"": {""0"": 0.52047, ""1"": 1.03165, ""2"": 0.0423, ""3"": 1.03165, ""4"": 0.42506}}"
20260816T142955Z,probe_repair_only,gpt-4o-mini-2024-07-18,1,123393401,1,1,3.5703,48,1.97379,0.85785,1.11593,0.48204,0.83333,2,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.27642, ""eig_by_target"": {""0"": 0.63832, ""1"": 1.27642, ""2"": 0.04749, ""3"": 1.10684, ""4"": 0.90426}}"
20260816T142955Z,probe_repair_only,gpt-4o-mini-2024-07-18,1,123393401,2,3,3.0017,48,0.85785,0.00567,0.85219,0.99932,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.73479, ""eig_by_target"": {""0"": 0.68327, ""3"": 0.73479}}"
20260816T142955Z,probe,gpt-4o-mini-2024-07-18,1,123393401,1,1,3.5703,48,1.97379,0.85785,1.11593,0.48204,0.83333,2,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.27642, ""eig_by_target"": {""0"": 0.63832, ""1"": 1.27642, ""2"": 0.04749, ""3"": 1.10684, ""4"": 0.90426}}"
20260816T142955Z,probe,gpt-4o-mini-2024-07-18,1,123393401,2,3,3.0017,48,0.85785,0.00567,0.85219,0.99932,1.0,1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 0.73479, ""eig_by_target"": {""0"": 0.68327, ""3"": 0.73479}}"
20260816T142955Z,probe_repair_only,qwen3-coder-30b-a3b-instruct,1,295485567,1,3,11.7039,48,2.20432,1.09861,1.10571,0.33333,0.5,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 2.20432, ""eig_by_target"": {""0"": 0.92014, ""1"": 1.57207, ""2"": 1.21864, ""3"": 2.20432, ""4"": 1.25689, ""5"": 0.98133}}"
20260816T142955Z,probe_repair_only,qwen3-coder-30b-a3b-instruct,1,295485567,2,2,6.056,48,1.09861,0.0,1.09861,1.0,0.83333,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""2"": 1.09861, ""4"": 0.69428, ""5"": 0.63651}}"
20260816T142955Z,probe,gpt-4o-mini-2024-07-18,1,295485567,1,3,11.7039,48,1.65656,1.09861,0.55795,0.33333,0.5,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.47339, ""eig_by_target"": {""0"": 1.25294, ""1"": 0.8472, ""2"": 1.4255, ""3"": 1.47339, ""4"": 0.84553, ""5"": 0.84489}}"
20260816T142955Z,probe,gpt-4o-mini-2024-07-18,1,295485567,2,2,6.056,48,1.09861,0.0,1.09861,1.0,0.83333,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.09861, ""eig_by_target"": {""2"": 1.09861, ""4"": 0.69428, ""5"": 0.63651}}"
20260816T142955Z,probe,qwen3-coder-30b-a3b-instruct,1,295485567,1,3,11.7039,48,2.20432,1.09861,1.10571,0.33333,0.5,-1,,,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 2.20432, ""eig_by_target"": {""0"": 0.92014, ""1"": 1.57207, ""2"": 1.21864, ""3"": 2.20432, ""4"": 1.25689, ""5"": 0.98133}}"
