arm,model_tag,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
oracle,none,40,40,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002175,0.0015,0.00171,0.00264,,,,,,,,,,,,,,,,
pc_greedy_meek,none,40,40,0,0.89403,0.140563,0.850469,0.937591,0.9261,0.166446,0.874518,0.977683,0.957136,0.057634,0.939275,0.974997,0.975,1.187272,0.607061,1.342939,0.920833,0.176978,0.865987,0.975679,1.7,0.607644,1.511689,1.888311,1.7,0.607644,1.511689,1.888311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.957136,0.057634,0.939275,0.974997,,,,,,,,,,,,,,,,,,,,,,,,,0.176225,0.937503,-0.11431,0.46676,,,,,,,,,,,,,,,,
probe,gpt-4o-mini-2024-07-18,40,40,0,0.953767,0.07565,0.930323,0.977211,0.950159,0.125003,0.91142,0.988898,0.964771,0.05323,0.948275,0.981267,0.55,0.845804,0.287883,0.812117,0.7,0.189466,0.641284,0.758716,2.425,0.549475,2.254716,2.595284,2.425,0.549475,2.254716,2.595284,48.0,0.0,48.0,48.0,0.675,0.474342,0.528,0.822,0.965936,0.058814,0.947709,0.984163,0.375,0.978945,0.071622,0.678378,2.234103,0.621683,2.041442,2.426764,0.219588,0.265562,0.13729,0.301887,0.921383,0.119733,0.884277,0.958488,,,,,,,,,0.957136,0.057634,0.939275,0.974997,979.275,151.242883,932.404345,1026.145655,98.75,18.855388,92.906655,104.593345,1078.025,152.074625,1030.896585,1125.153415,0.000206,2.5e-05,0.000198,0.000214,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.29455,2.497637,2.520524,4.068576,3.825,0.384808,3.705747,3.944253,2.65,1.369072,2.22572,3.07428,0.075,0.266747,-0.007666,0.157666,0.175,0.384808,0.055747,0.294253
probe,qwen3-coder-30b-a3b-instruct,40,40,0,0.938027,0.109202,0.904185,0.971869,0.934434,0.161392,0.884418,0.98445,0.959163,0.058417,0.94106,0.977267,0.675,1.022503,0.358123,0.991877,0.645833,0.142162,0.601777,0.68989,2.575,0.500641,2.41985,2.73015,2.575,0.500641,2.41985,2.73015,48.0,0.0,48.0,48.0,0.625,0.49029,0.473057,0.776943,0.956995,0.074782,0.93382,0.980171,0.275,1.012423,-0.038753,0.588753,2.413709,0.603515,2.226677,2.60074,0.320052,0.380884,0.202015,0.438089,0.891537,0.162133,0.841292,0.941783,,,,,,,,,0.957136,0.057634,0.939275,0.974997,1496.85,269.513479,1413.326908,1580.373092,358.9,495.988668,205.191519,512.608481,1855.75,701.491735,1638.355459,2073.144541,0.000963,0.000779,0.000721,0.001204,1.025,0.158114,0.976,1.074,0.025,0.158114,-0.024,0.074,4.45845,4.592522,3.035213,5.881687,2.975,1.187272,2.607061,3.342939,3.45,0.875595,3.17865,3.72135,0.1,0.303822,0.005845,0.194155,0.15,0.36162,0.037933,0.262067
probe_llm_graphs,gpt-4o-mini-2024-07-18,40,40,0,0.691726,0.201339,0.629331,0.754122,0.902329,0.216899,0.835111,0.969546,0.953584,0.062505,0.934214,0.972954,2.4,1.645507,1.890052,2.909948,0.979167,0.093883,0.950072,1.008261,0.55,0.714322,0.328629,0.771371,0.55,0.714322,0.328629,0.771371,7.75,3.760456,6.584623,8.915377,0.1,0.303822,0.005845,0.194155,0.726464,0.184748,0.66921,0.783718,-0.8,0.607644,-0.988311,-0.611689,0.35819,0.467365,0.213352,0.503028,0.06206,0.277427,-0.023916,0.148035,0.977849,0.101058,0.946531,1.009168,12.0,0.0,12.0,12.0,7.75,3.760456,6.584623,8.915377,0.957136,0.057634,0.939275,0.974997,929.9,128.656729,890.028867,969.771133,375.725,55.32375,358.579992,392.870008,1305.625,178.82131,1250.207702,1361.042298,0.000365,5.1e-05,0.000349,0.000381,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.6667,1.811048,5.10545,6.22795,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_llm_graphs,qwen3-coder-30b-a3b-instruct,40,40,0,0.7283,0.218592,0.660558,0.796042,0.934055,0.14152,0.890197,0.977912,0.930766,0.0867,0.903897,0.957634,2.45,2.087202,1.80317,3.09683,0.829167,0.208397,0.764584,0.89375,1.7,1.042679,1.37687,2.02313,1.7,1.042679,1.37687,2.02313,6.15,3.81327,4.968255,7.331745,0.2,0.405096,0.07446,0.32554,0.760009,0.194822,0.699633,0.820385,-0.6,0.810191,-0.851081,-0.348919,0.786149,0.73245,0.559161,1.013138,0.121827,0.237964,0.048081,0.195572,0.956635,0.103892,0.924439,0.988831,11.175,2.086434,10.528408,11.821592,4.8,3.95617,3.57397,6.02603,0.957136,0.057634,0.939275,0.974997,1533.65,609.830601,1344.661539,1722.638461,891.225,324.093646,790.787338,991.662662,2424.875,807.562975,2174.608641,2675.141359,0.001752,0.000576,0.001574,0.00193,1.1,0.378932,0.982568,1.217432,0.1,0.378932,-0.017432,0.217432,8.364975,3.012788,7.431302,9.298648,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_mec_only,none,40,40,0,0.903197,0.15181,0.85615,0.950243,0.9336,0.152967,0.886195,0.981005,0.957136,0.057634,0.939275,0.974997,0.9,1.215287,0.523379,1.276621,0.879167,0.213463,0.813014,0.945319,1.775,0.530481,1.610602,1.939398,1.775,0.530481,1.610602,1.939398,5.55,2.872951,4.659663,6.440337,0.55,0.503831,0.393861,0.706139,0.907742,0.137265,0.865203,0.950281,0.1,1.007663,-0.212278,0.412278,1.592088,0.513156,1.433059,1.751117,0.017329,0.109597,-0.016635,0.051294,0.9875,0.079057,0.963,1.012,,,,,,,,,0.957136,0.057634,0.939275,0.974997,,,,,,,,,,,,,,,,,,,,,,,,,0.066725,0.066724,0.046047,0.087403,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_oracle_edits,none,40,40,0,0.991259,0.044503,0.977467,1.00505,1.0,0.0,1.0,1.0,0.995804,0.01859,0.990043,1.001565,0.075,0.349908,-0.033438,0.183438,0.9,0.191708,0.840589,0.959411,1.9,0.496139,1.746245,2.053755,1.9,0.496139,1.746245,2.053755,48.0,0.0,48.0,48.0,0.975,0.158114,0.926,1.024,0.998077,0.012163,0.994308,1.001846,0.975,0.357161,0.864315,1.085685,1.839646,0.437058,1.704201,1.975092,0.018749,0.109673,-0.015239,0.052737,0.987414,0.078029,0.963232,1.011595,,,,,,,,,0.957136,0.057634,0.939275,0.974997,,,,,,,,,,,,,,,,,,,,,,,,,0.49545,0.999112,0.185822,0.805078,0.125,0.334932,0.021203,0.228797,0.45,0.597001,0.264987,0.635013,0.125,0.334932,0.021203,0.228797,0.45,0.597001,0.264987,0.635013
probe_random_edits,none,40,40,0,0.919357,0.129587,0.879198,0.959517,0.926934,0.175723,0.872477,0.981391,0.95466,0.057246,0.936919,0.972401,0.85,1.23101,0.468506,1.231494,0.645833,0.142162,0.601777,0.68989,2.55,0.552384,2.378814,2.721186,2.55,0.552384,2.378814,2.721186,48.0,0.0,48.0,48.0,0.575,0.500641,0.41985,0.73015,0.951151,0.076007,0.927596,0.974706,0.2,1.066987,-0.130663,0.530663,2.166746,0.52289,2.004701,2.328791,0.315757,0.271969,0.231473,0.400041,0.88809,0.138357,0.845212,0.930967,,,,,,,,,0.957136,0.057634,0.939275,0.974997,,,,,,,,,,,,,,,,,,,,,,,,,0.739375,1.012983,0.425448,1.053302,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.025,0.158114,-0.024,0.074,0.125,0.334932,0.021203,0.228797
probe_skel_only,none,40,40,0,0.944712,0.085351,0.918261,0.971162,0.941934,0.147017,0.896373,0.987495,0.957136,0.057634,0.939275,0.974997,0.65,0.921259,0.364499,0.935501,0.9,0.191708,0.840589,0.959411,1.875,0.515777,1.715159,2.034841,1.875,0.515777,1.715159,2.034841,46.0,5.358913,44.339256,47.660744,0.575,0.500641,0.41985,0.73015,0.953803,0.069574,0.932241,0.975364,0.15,1.001281,-0.1603,0.4603,1.698077,0.442021,1.561093,1.83506,0.017329,0.109597,-0.016636,0.051293,0.9875,0.079057,0.963,1.012,,,,,,,,,0.957136,0.057634,0.939275,0.974997,,,,,,,,,,,,,,,,,,,,,,,,,0.5869,1.021024,0.270481,0.903319,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
