arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,selection_regret_total_mean,selection_regret_total_sd,selection_regret_total_ci95_lo,selection_regret_total_ci95_hi,selection_regret_mean_mean,selection_regret_mean_sd,selection_regret_mean_ci95_lo,selection_regret_mean_ci95_hi,selection_quality_mean_mean,selection_quality_mean_sd,selection_quality_mean_ci95_lo,selection_quality_mean_ci95_hi,eig_regret_total_mean,eig_regret_total_sd,eig_regret_total_ci95_lo,eig_regret_total_ci95_hi,orientation_accuracy_mean,orientation_accuracy_sd,orientation_accuracy_ci95_lo,orientation_accuracy_ci95_hi,wasted_steps_mean,wasted_steps_sd,wasted_steps_ci95_lo,wasted_steps_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,pc_truth_in_class_mean,pc_truth_in_class_sd,pc_truth_in_class_ci95_lo,pc_truth_in_class_ci95_hi,mec_size_initial_mean,mec_size_initial_sd,mec_size_initial_ci95_lo,mec_size_initial_ci95_hi,mec_entropy_initial_mean,mec_entropy_initial_sd,mec_entropy_initial_ci95_lo,mec_entropy_initial_ci95_hi,belief_undirected_final_mean,belief_undirected_final_sd,belief_undirected_final_ci95_lo,belief_undirected_final_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi
eig+meek,none,0,10,10,0,0.646429,0.346038,0.431952,0.860905,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.6,1.349897,0.763325,2.436675,0.95,0.158114,0.852,1.048,0.3,0.483046,0.000605,0.599395,0.277778,0.440959,-0.010315,0.565871,0.907408,0.146985,0.811378,1.003438,0.0,0.0,0.0,0.0,0.712962,0.38889,0.458888,0.967037,0.0,0.0,0.0,0.0,1.2,0.632456,0.808,1.592,1.2,0.632456,0.808,1.592,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.964144,-0.287582,0.907582
eig+meek,none,1,10,10,0,0.765152,0.16385,0.663596,0.866707,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.6,1.173788,0.872479,2.327521,0.95,0.158114,0.852,1.048,0.1,0.316228,-0.096,0.296,0.1,0.316228,-0.096,0.296,0.975,0.079057,0.926,1.024,0.0,0.0,0.0,0.0,0.75,0.333333,0.543398,0.956602,0.0,0.0,0.0,0.0,1.6,0.516398,1.279933,1.920067,1.6,0.516398,1.279933,1.920067,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0108,0.002201,0.009436,0.012164
eig+meek,none,2,10,10,0,0.894048,0.105092,0.828911,0.959184,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.2,1.229273,0.438089,1.961911,1.0,0.0,1.0,1.0,0.1,0.316228,-0.096,0.296,0.111111,0.333333,-0.106667,0.328889,0.972222,0.083333,0.917778,1.026667,0.0,0.0,0.0,0.0,0.922222,0.117556,0.845419,0.999026,0.0,0.0,0.0,0.0,1.7,0.674949,1.281663,2.118337,1.7,0.674949,1.281663,2.118337,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0162,0.002936,0.01438,0.01802
eig+meek,none,3,10,10,0,0.908772,0.094866,0.849973,0.96757,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.3,1.159502,0.581333,2.018667,0.95,0.158114,0.852,1.048,0.2,0.421637,-0.061333,0.461333,0.1,0.210819,-0.030667,0.230667,0.966666,0.070274,0.92311,1.010222,0.0,0.0,0.0,0.0,0.955,0.095598,0.895748,1.014252,0.0,0.0,0.0,0.0,2.1,0.567646,1.748169,2.451831,2.1,0.567646,1.748169,2.451831,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0305,0.011424,0.02342,0.03758
maxdeg+meek,none,0,10,10,0,0.646429,0.346038,0.431952,0.860905,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.6,1.349897,0.763325,2.436675,0.95,0.158114,0.852,1.048,0.3,0.483046,0.000605,0.599395,0.277778,0.440959,-0.010315,0.565871,0.907408,0.146985,0.811378,1.003438,0.0,0.0,0.0,0.0,0.712962,0.38889,0.458888,0.967037,0.0,0.0,0.0,0.0,1.2,0.632456,0.808,1.592,1.2,0.632456,0.808,1.592,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3098,0.964565,-0.288044,0.907644
maxdeg+meek,none,1,10,10,0,0.748485,0.164619,0.646453,0.850516,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.7,1.159502,0.981333,2.418667,0.95,0.158114,0.852,1.048,0.2,0.632456,-0.192,0.592,0.2,0.632456,-0.192,0.592,0.95,0.158114,0.852,1.048,0.010465,0.033093,-0.010046,0.030976,0.725,0.34258,0.512667,0.937333,0.0,0.0,0.0,0.0,1.6,0.516398,1.279933,1.920067,1.6,0.516398,1.279933,1.920067,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0099,0.001663,0.008869,0.010931
maxdeg+meek,none,2,10,10,0,0.906548,0.109899,0.838432,0.974664,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.1,1.286684,0.302505,1.897495,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.010465,0.033093,-0.010046,0.030976,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.7,0.674949,1.281663,2.118337,1.7,0.674949,1.281663,2.118337,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0166,0.003373,0.014509,0.018691
maxdeg+meek,none,3,10,10,0,0.908772,0.094866,0.849973,0.96757,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.3,1.159502,0.581333,2.018667,0.95,0.158114,0.852,1.048,0.1,0.316228,-0.096,0.296,0.05,0.158114,-0.048,0.148,0.983333,0.052706,0.950666,1.016,0.005889,0.018623,-0.005653,0.017431,0.955,0.095598,0.895748,1.014252,0.0,0.0,0.0,0.0,2.1,0.567646,1.748169,2.451831,2.1,0.567646,1.748169,2.451831,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0307,0.012561,0.022914,0.038486
oracle+meek,none,0,10,10,0,0.621429,0.264704,0.457364,0.785494,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.7,1.05935,1.043408,2.356592,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.249482,0.297615,0.065018,0.433946,0.685187,0.291004,0.495064,0.87531,0.0,0.0,0.0,0.0,1.1,0.567646,0.748169,1.451831,1.1,0.567646,0.748169,1.451831,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3101,0.96446,-0.287678,0.907878
oracle+meek,none,1,10,10,0,0.781818,0.179304,0.670685,0.892952,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.5,1.269296,0.713282,2.286718,0.95,0.158114,0.852,1.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.056675,0.146199,-0.03394,0.14729,0.775,0.34258,0.562667,0.987333,0.0,0.0,0.0,0.0,1.6,0.516398,1.279933,1.920067,1.6,0.516398,1.279933,1.920067,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0101,0.001912,0.008915,0.011285
oracle+meek,none,2,10,10,0,0.919048,0.112978,0.849023,0.989072,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.0,1.333333,0.173591,1.826409,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.102885,0.290449,-0.077137,0.282907,0.977778,0.066667,0.934222,1.021333,0.0,0.0,0.0,0.0,1.7,0.674949,1.281663,2.118337,1.7,0.674949,1.281663,2.118337,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0166,0.003134,0.014658,0.018542
oracle+meek,none,3,10,10,0,0.898246,0.108014,0.831298,0.965193,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.4,1.264911,0.616,2.184,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.147577,0.238338,-0.000146,0.2953,0.935,0.14152,0.847285,1.022715,0.0,0.0,0.0,0.0,2.0,0.666667,1.586796,2.413204,2.0,0.666667,1.586796,2.413204,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0289,0.008556,0.023597,0.034203
random+meek,none,0,10,10,0,0.642857,0.357936,0.421006,0.864708,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.6,1.429841,0.713776,2.486224,0.95,0.158114,0.852,1.048,0.3,0.483046,0.000605,0.599395,0.277778,0.440959,-0.010315,0.565871,0.912038,0.145003,0.817303,1.006773,0.095477,0.166896,-0.007966,0.19892,0.703703,0.38889,0.449629,0.957778,0.0,0.0,0.0,0.0,1.2,0.632456,0.808,1.592,1.2,0.632456,0.808,1.592,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3109,0.964179,-0.286704,0.908504
random+meek,none,1,10,10,0,0.816667,0.172968,0.70946,0.923873,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.3,1.159502,0.581333,2.018667,0.916667,0.180021,0.805089,1.028245,0.2,0.421637,-0.061333,0.461333,0.083333,0.18002,-0.028245,0.194911,0.966666,0.070274,0.92311,1.010222,0.172964,0.213273,0.040776,0.305152,0.9,0.210819,0.769333,1.030667,0.0,0.0,0.0,0.0,1.7,0.674949,1.281663,2.118337,1.7,0.674949,1.281663,2.118337,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0115,0.001716,0.010436,0.012564
random+meek,none,2,10,10,0,0.859643,0.104299,0.794998,0.924288,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.6,1.173788,0.872479,2.327521,0.883333,0.19325,0.763556,1.003111,1.3,1.828782,0.166509,2.433491,0.611111,0.837489,0.063951,1.158271,0.788581,0.24134,0.630906,0.946256,0.489269,0.394241,0.244916,0.733622,0.866667,0.217945,0.724276,1.009057,0.0,0.0,0.0,0.0,2.0,0.816497,1.49393,2.50607,2.0,0.816497,1.49393,2.50607,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.3,0.674949,-0.118337,0.718337,,,,,,,,,,,,,,,,,,,,,,,,,0.0186,0.003273,0.016572,0.020628
