run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
20260816T143110Z,2026-08-16T14:31:10.176585+00:00,study2,probe_skel_only,,none,1,123393401,1233934010108,6,6,60,40,2,1,6,3,success,,5.866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,0,1,1.0,2,1,1.43599,0.0,1.0,,,,,,,,1.0,3,3,,,,,,,,,
20260816T143110Z,2026-08-16T14:31:10.175993+00:00,study2,probe_repair_only,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,123393401,1233934010108,6,6,60,40,2,1,6,3,success,,8.195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,2,1,2.62338,1.21765,0.49658,,,0,,0,2,1,1.0,3,3,1,0,0,1237,118,0,1355,0.00052685,0.0
20260816T143110Z,2026-08-16T14:31:16.070878+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,295485567,2954855670108,6,6,60,40,2,1,6,4,success,,2.558,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0.5,2,1,6,0,2,48,48,0,0.909091,-1,-1,1.65656,0.0,1.0,,,0,,3,4,0,0.909091,5,0,1,0,0,828,108,0,936,0.000189,1.8523
20260816T143110Z,2026-08-16T14:31:10.175633+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,123393401,1233934010108,6,6,60,40,2,1,6,3,success,,8.458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,2,1,2.09374,0.85075,0.57056,,,0,,4,4,0,1.0,3,3,1,0,0,832,91,0,923,0.0001794,1.8761
20260816T143110Z,2026-08-16T14:31:10.173909+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,123393401,1233934010108,6,6,60,40,2,1,6,3,success,,8.558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,2,1,2.62338,1.21765,0.49658,,,0,,0,2,0,1.0,3,3,1,0,0,1237,118,640,1355,0.00052685,1.8231
20260816T143110Z,2026-08-16T14:31:10.176296+00:00,study2,probe_repair_only,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,123393401,1233934010108,6,6,60,40,2,1,6,3,success,,8.579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,2,1,2.09374,0.85075,0.57056,,,0,,4,4,1,1.0,3,3,1,0,0,832,91,0,923,0.0001794,0.0
20260816T143110Z,2026-08-16T14:31:18.870677+00:00,study2,probe_skel_only,,none,1,295485567,2954855670108,6,6,60,40,2,1,6,4,success,,0.208,1.0,0.8333333333333334,0.9090909090909091,0.6666666666666666,1.0,0.8333333333333334,0.9090909090909091,1,1.0,1,1,5,0,1,32,0,0,0.909091,-1,-1,1.79221,0.0,1.0,,,,,,,,0.909091,5,0,,,,,,,,,
20260816T143110Z,2026-08-16T14:31:18.793243+00:00,study2,probe_repair_only,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,295485567,2954855670108,6,6,60,40,2,1,6,4,success,,0.355,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0.5,2,1,6,0,2,48,48,0,0.909091,-1,-1,1.65656,0.0,1.0,,,0,,3,4,1,0.909091,5,0,1,0,0,828,108,0,936,0.000189,0.0
20260816T143110Z,2026-08-16T14:31:19.247890+00:00,study2,probe_repair_only,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,325160078,3251600780108,6,6,60,40,2,1,6,4,success,,1.852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,48,1,1.0,3,1,1.61243,0.0,1.0,,,0,,0,0,1,1.0,4,2,1,0,0,1243,115,0,1358,0.00031709,0.0
20260816T143110Z,2026-08-16T14:31:19.172894+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,325160078,3251600780108,6,6,60,40,2,1,6,4,success,,1.973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,48,1,1.0,3,1,1.61243,0.0,1.0,,,0,,0,0,0,1.0,4,2,1,0,0,1243,115,1216,1358,0.00031709,1.7072
20260816T143110Z,2026-08-16T14:31:21.167402+00:00,study2,probe_skel_only,,none,1,325160078,3251600780108,6,6,60,40,2,1,6,4,success,,0.136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,0,1,1.0,3,1,1.61243,0.0,1.0,,,,,,,,1.0,4,2,,,,,,,,,
20260816T143110Z,2026-08-16T14:31:19.286602+00:00,study2,probe_repair_only,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,325160078,3251600780108,6,6,60,40,2,1,6,4,success,,2.419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,3,1,2.60643,0.03786,0.9945,,,0,,4,2,1,1.0,4,2,1,0,0,831,116,0,947,0.00019425,0.0
20260816T143110Z,2026-08-16T14:31:19.211314+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,325160078,3251600780108,6,6,60,40,2,1,6,4,success,,2.515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,3,1,2.60643,0.03786,0.9945,,,0,,4,2,0,1.0,4,2,1,0,0,831,116,0,947,0.00019425,2.0805
