arm,model_tag,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
oracle,none,40,40,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001925,0.000829,0.001668,0.002182,,,,,,,,,,,,,,,,
pc_greedy_meek,none,40,40,0,0.776408,0.17603,0.721856,0.83096,0.756746,0.274352,0.671723,0.841769,0.872505,0.0741,0.849541,0.895469,2.275,1.46738,1.820254,2.729746,0.8875,0.201092,0.825181,0.949819,1.675,0.764182,1.438177,1.911823,1.675,0.764182,1.438177,1.911823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.872505,0.0741,0.849541,0.895469,,,,,,,,,,,,,,,,,,,,,,,,,0.182,0.951392,-0.112839,0.476839,,,,,,,,,,,,,,,,
probe,gpt-4o-mini-2024-07-18,40,40,0,0.834213,0.120412,0.796897,0.871529,0.80629,0.231535,0.734536,0.878043,0.882084,0.073192,0.859401,0.904767,1.9,1.316561,1.491993,2.308007,0.733333,0.209463,0.66842,0.798247,2.225,0.65974,2.020545,2.429455,2.225,0.65974,2.020545,2.429455,48.0,0.0,48.0,48.0,0.15,0.36162,0.037933,0.262067,0.888096,0.084629,0.861869,0.914323,-0.675,0.79703,-0.922002,-0.427998,2.533569,0.629041,2.338627,2.728511,0.153827,0.273822,0.068968,0.238685,0.92954,0.144469,0.884769,0.974312,,,,,,,,,0.872505,0.0741,0.849541,0.895469,979.825,151.443463,932.892185,1026.757815,103.425,16.772822,98.227049,108.622951,1083.25,152.117996,1036.108145,1130.391855,0.000209,2.5e-05,0.000201,0.000217,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.516125,1.025502,2.198319,2.833931,3.6,0.545377,3.430986,3.769014,2.95,1.197219,2.578978,3.321022,0.1,0.303822,0.005845,0.194155,0.525,0.678894,0.314608,0.735392
probe,qwen3-coder-30b-a3b-instruct,40,40,0,0.846507,0.137534,0.803885,0.889129,0.840545,0.181533,0.784287,0.896802,0.890279,0.080731,0.86526,0.915298,1.75,1.445595,1.302006,2.197994,0.741667,0.213337,0.675553,0.807781,2.25,0.588348,2.067669,2.432331,2.25,0.588348,2.067669,2.432331,48.0,0.0,48.0,48.0,0.175,0.384808,0.055747,0.294253,0.888988,0.092351,0.860368,0.917608,-0.6,0.928191,-0.887649,-0.312351,2.541091,0.649621,2.339771,2.742411,0.203364,0.369725,0.088785,0.317943,0.919941,0.167286,0.868098,0.971783,,,,,,,,,0.872505,0.0741,0.849541,0.895469,1461.55,204.439565,1398.193522,1524.906478,278.625,64.993368,258.483347,298.766653,1740.175,214.927046,1673.568418,1806.781582,0.000835,0.000113,0.0008,0.00087,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.513675,1.139206,3.160632,3.866718,3.25,0.926809,2.962779,3.537221,3.45,0.814925,3.197452,3.702548,0.125,0.334932,0.021203,0.228797,0.4,0.496139,0.246245,0.553755
probe_llm_graphs,gpt-4o-mini-2024-07-18,40,40,0,0.56402,0.209549,0.49908,0.62896,0.656567,0.354315,0.546764,0.766371,0.837013,0.115958,0.801077,0.872948,3.875,1.842344,3.304052,4.445948,0.954167,0.125107,0.915396,0.992938,1.075,0.888314,0.799708,1.350292,1.075,0.888314,0.799708,1.350292,8.75,3.528274,7.656577,9.843423,0.0,0.0,0.0,0.0,0.608134,0.174399,0.554087,0.66218,-1.0,0.0,-1.0,-1.0,0.594377,0.515209,0.434712,0.754042,0.016044,0.068506,-0.005187,0.037274,0.995459,0.022869,0.988371,1.002546,12.0,0.0,12.0,12.0,8.75,3.528274,7.656577,9.843423,0.872505,0.0741,0.849541,0.895469,926.75,128.645956,886.882205,966.617795,344.025,62.123734,324.772655,363.277345,1270.775,168.952654,1218.41603,1323.13397,0.000345,5e-05,0.00033,0.000361,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.197925,1.103721,3.855878,4.539972,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_llm_graphs,qwen3-coder-30b-a3b-instruct,40,40,0,0.617021,0.213015,0.551007,0.683035,0.684603,0.336631,0.58028,0.788926,0.845241,0.116043,0.809279,0.881203,3.7,2.420002,2.950034,4.449966,0.866667,0.189466,0.80795,0.925383,1.6,1.08131,1.264899,1.935101,1.6,1.08131,1.264899,1.935101,7.5,4.320494,6.161065,8.838935,0.0,0.0,0.0,0.0,0.641806,0.205742,0.578045,0.705566,-1.0,0.0,-1.0,-1.0,1.019351,0.876058,0.747857,1.290844,0.053592,0.159637,0.00412,0.103064,0.985724,0.04493,0.9718,0.999648,10.825,2.352168,10.096056,11.553944,5.175,4.567935,3.759382,6.590618,0.872505,0.0741,0.849541,0.895469,1383.575,181.577826,1327.303449,1439.846551,826.525,353.47462,716.98208,936.06792,2210.1,371.455957,2094.984606,2325.215394,0.001613,0.000511,0.001455,0.001772,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.019275,3.058282,7.071503,8.967047,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_mec_only,none,40,40,0,0.756781,0.184196,0.699698,0.813864,0.740079,0.276838,0.654286,0.825872,0.872505,0.0741,0.849541,0.895469,2.35,1.459715,1.897629,2.802371,0.891667,0.194475,0.831398,0.951935,1.675,0.79703,1.427998,1.922002,1.675,0.79703,1.427998,1.922002,7.25,5.266001,5.618049,8.881951,0.075,0.266747,-0.007666,0.157666,0.770769,0.179917,0.715013,0.826526,-0.85,0.533494,-1.015331,-0.684669,1.705804,0.811171,1.454419,1.957188,0.051986,0.242538,-0.023177,0.127149,0.96875,0.140825,0.925108,1.012392,,,,,,,,,0.872505,0.0741,0.849541,0.895469,,,,,,,,,,,,,,,,,,,,,,,,,0.101725,0.104586,0.069313,0.134137,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_oracle_edits,none,40,40,0,0.982736,0.05973,0.964225,1.001247,0.984286,0.07404,0.96134,1.007231,0.990406,0.029695,0.981204,0.999609,0.175,0.594311,-0.009179,0.359179,0.895833,0.198597,0.834287,0.957379,1.875,0.463404,1.73139,2.01861,1.875,0.463404,1.73139,2.01861,48.0,0.0,48.0,48.0,0.975,0.158114,0.926,1.024,0.998077,0.012163,0.994308,1.001846,1.05,0.503831,0.893861,1.206139,2.111229,0.608862,1.922541,2.299917,4.4e-05,0.000252,-3.5e-05,0.000122,0.999996,2.5e-05,0.999988,1.000004,,,,,,,,,0.872505,0.0741,0.849541,0.895469,,,,,,,,,,,,,,,,,,,,,,,,,0.446725,0.984824,0.141525,0.751925,0.225,0.422902,0.093941,0.356059,1.4,0.7779,1.158926,1.641074,0.225,0.422902,0.093941,0.356059,1.4,0.7779,1.158926,1.641074
probe_random_edits,none,40,40,0,0.793265,0.163579,0.742571,0.843959,0.797937,0.222884,0.728864,0.867009,0.863858,0.084454,0.837685,0.890031,2.2,1.453554,1.749539,2.650461,0.7125,0.192404,0.652873,0.772127,2.325,0.693837,2.109978,2.540022,2.325,0.693837,2.109978,2.540022,48.0,0.0,48.0,48.0,0.125,0.334932,0.021203,0.228797,0.869439,0.084303,0.843313,0.895565,-0.725,0.750641,-0.957626,-0.492374,2.416788,0.588463,2.234421,2.599154,0.187727,0.309082,0.091942,0.283513,0.921938,0.143756,0.877388,0.966489,,,,,,,,,0.872505,0.0741,0.849541,0.895469,,,,,,,,,,,,,,,,,,,,,,,,,0.667325,0.99843,0.357908,0.976742,3.975,0.158114,3.926,4.024,4.0,0.0,4.0,4.0,0.075,0.266747,-0.007666,0.157666,0.375,0.585618,0.193515,0.556485
probe_skel_only,none,40,40,0,0.827908,0.115837,0.792009,0.863806,0.804306,0.207162,0.740105,0.868506,0.872505,0.0741,0.849541,0.895469,1.925,1.185111,1.55773,2.29227,0.829167,0.21841,0.761481,0.896853,1.975,0.619657,1.782966,2.167034,1.975,0.619657,1.782966,2.167034,39.4,11.794827,35.744745,43.055255,0.1,0.303822,0.005845,0.194155,0.862713,0.087638,0.835554,0.889872,-0.8,0.607644,-0.988311,-0.611689,1.990703,0.542325,1.822634,2.158771,0.057147,0.243553,-0.018331,0.132625,0.967445,0.140768,0.92382,1.011069,,,,,,,,,0.872505,0.0741,0.849541,0.895469,,,,,,,,,,,,,,,,,,,,,,,,,0.5318,1.019048,0.215994,0.847606,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
