arm,model_tag,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
oracle,none,40,40,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001925,0.000526,0.001762,0.002088,,,,,,,,,,,,,,,,
pc_greedy_meek,none,40,40,0,0.828678,0.152406,0.781447,0.875909,0.83998,0.218268,0.772338,0.907622,0.900008,0.083718,0.874064,0.925953,1.775,1.476092,1.317555,2.232445,0.866667,0.200427,0.804554,0.92878,1.775,0.80024,1.527003,2.022997,1.775,0.80024,1.527003,2.022997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900008,0.083718,0.874064,0.925953,,,,,,,,,,,,,,,,,,,,,,,,,0.194175,0.981384,-0.109959,0.498309,,,,,,,,,,,,,,,,
probe,gpt-4o-mini-2024-07-18,40,40,0,0.885146,0.110452,0.850917,0.919375,0.865476,0.206533,0.801471,0.929482,0.907608,0.082997,0.881887,0.933329,1.375,1.254479,0.986233,1.763767,0.770833,0.198597,0.709287,0.832379,2.25,0.742484,2.019902,2.480098,2.25,0.742484,2.019902,2.480098,48.0,0.0,48.0,48.0,0.3,0.464095,0.156175,0.443825,0.904559,0.095908,0.874837,0.934281,-0.375,0.978945,-0.678378,-0.071622,2.337904,0.647754,2.137163,2.538645,0.171139,0.247566,0.094417,0.24786,0.943712,0.093518,0.914731,0.972694,,,,,,,,,0.900008,0.083718,0.874064,0.925953,979.5,151.469723,932.559047,1026.440953,101.35,18.078958,95.747273,106.952727,1080.85,147.575891,1035.115758,1126.584242,0.000208,2.2e-05,0.000201,0.000215,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.62545,1.151995,2.268443,2.982457,3.65,0.533494,3.484669,3.815331,2.875,1.264658,2.483079,3.266921,0.175,0.384808,0.055747,0.294253,0.425,0.549475,0.254716,0.595284
probe,qwen3-coder-30b-a3b-instruct,40,40,0,0.848203,0.139553,0.804955,0.891451,0.827042,0.244923,0.751139,0.902944,0.89829,0.082335,0.872774,0.923806,1.675,1.384669,1.245887,2.104113,0.7625,0.206337,0.698556,0.826444,2.25,0.669864,2.042407,2.457593,2.25,0.669864,2.042407,2.457593,48.0,0.0,48.0,48.0,0.25,0.438529,0.114098,0.385902,0.899702,0.094632,0.870375,0.929028,-0.475,0.933356,-0.76425,-0.18575,2.374704,0.652927,2.17236,2.577049,0.161197,0.278002,0.075044,0.247351,0.945264,0.115183,0.909568,0.980959,,,,,,,,,0.900008,0.083718,0.874064,0.925953,1463.55,203.913374,1400.356591,1526.743409,356.6,353.062049,247.184938,466.015062,1820.15,426.129122,1688.091217,1952.208783,0.00095,0.000526,0.000787,0.001113,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.3292,3.013254,3.395383,5.263017,3.175,1.009887,2.862033,3.487967,3.4,0.900142,3.121043,3.678957,0.175,0.446496,0.036629,0.313371,0.325,0.525625,0.162107,0.487893
probe_llm_graphs,gpt-4o-mini-2024-07-18,40,40,0,0.66236,0.197008,0.601307,0.723414,0.808313,0.257111,0.728634,0.887993,0.880035,0.097488,0.849823,0.910247,3.125,1.989556,2.50843,3.74157,0.9625,0.116254,0.926473,0.998527,0.9,0.871191,0.630015,1.169985,0.9,0.871191,0.630015,1.169985,8.175,3.572599,7.06784,9.28216,0.075,0.266747,-0.007666,0.157666,0.69295,0.174079,0.639002,0.746897,-0.85,0.533494,-1.015331,-0.684669,0.532,0.571651,0.354843,0.709156,0.09126,0.284359,0.003136,0.179384,0.965623,0.109809,0.931593,0.999654,12.0,0.0,12.0,12.0,8.175,3.572599,7.06784,9.28216,0.900008,0.083718,0.874064,0.925953,928.15,128.620202,888.290186,968.009814,364.1,50.051153,348.588987,379.611013,1292.25,170.296235,1239.47465,1345.02535,0.000358,4.7e-05,0.000343,0.000372,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.18705,2.944608,4.274507,6.099593,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_llm_graphs,qwen3-coder-30b-a3b-instruct,40,40,0,0.686522,0.207524,0.62221,0.750834,0.802004,0.271782,0.717778,0.88623,0.882283,0.102539,0.850506,0.91406,2.975,2.106005,2.322342,3.627658,0.870833,0.204951,0.807318,0.934348,1.425,0.902631,1.145272,1.704728,1.425,0.902631,1.145272,1.704728,6.625,3.854318,5.430534,7.819466,0.1,0.303822,0.005845,0.194155,0.708733,0.198624,0.647179,0.770287,-0.8,0.607644,-0.988311,-0.611689,0.865696,0.722141,0.641902,1.089489,0.064534,0.192445,0.004895,0.124174,0.979319,0.066208,0.958801,0.999837,10.925,2.211711,10.239584,11.610416,4.975,4.469197,3.589982,6.360018,0.900008,0.083718,0.874064,0.925953,1427.675,335.734968,1323.629656,1531.720344,971.95,522.92123,809.895032,1134.004968,2399.625,600.925512,2213.396254,2585.853746,0.001839,0.000764,0.001602,0.002076,1.025,0.158114,0.976,1.074,0.025,0.158114,-0.024,0.074,8.99625,3.949813,7.77219,10.22031,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_mec_only,none,40,40,0,0.826374,0.149103,0.780167,0.872582,0.848313,0.204348,0.784985,0.911642,0.900008,0.083718,0.874064,0.925953,1.775,1.386519,1.345313,2.204687,0.904167,0.184466,0.847,0.961333,1.675,0.729858,1.448815,1.901185,1.675,0.729858,1.448815,1.901185,6.6,5.158016,5.001514,8.198486,0.175,0.384808,0.055747,0.294253,0.83092,0.136907,0.788492,0.873348,-0.65,0.769615,-0.888506,-0.411494,1.642421,0.714896,1.420872,1.863969,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,0.900008,0.083718,0.874064,0.925953,,,,,,,,,,,,,,,,,,,,,,,,,0.090175,0.105765,0.057398,0.122952,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_oracle_edits,none,40,40,0,0.988889,0.070273,0.967111,1.010667,0.989286,0.067763,0.968286,1.010286,0.994444,0.035136,0.983556,1.005333,0.15,0.948683,-0.144,0.444,0.925,0.168579,0.872757,0.977243,1.85,0.533494,1.684669,2.015331,1.85,0.533494,1.684669,2.015331,48.0,0.0,48.0,48.0,0.975,0.158114,0.926,1.024,0.991667,0.052705,0.975333,1.008,0.95,0.316228,0.852,1.048,1.904054,0.486116,1.753405,2.054703,6.9e-05,0.000428,-6.3e-05,0.000202,0.999993,4.7e-05,0.999978,1.000007,,,,,,,,,0.900008,0.083718,0.874064,0.925953,,,,,,,,,,,,,,,,,,,,,,,,,0.460475,1.047403,0.135881,0.785069,0.275,0.598609,0.089489,0.460511,1.05,0.749359,0.817771,1.282229,0.275,0.598609,0.089489,0.460511,1.05,0.749359,0.817771,1.282229
probe_random_edits,none,40,40,0,0.861277,0.131334,0.820577,0.901978,0.850258,0.202738,0.787429,0.913087,0.899794,0.085657,0.873248,0.926339,1.575,1.412172,1.137363,2.012637,0.704167,0.186769,0.646287,0.762047,2.425,0.594311,2.240821,2.609179,2.425,0.594311,2.240821,2.609179,48.0,0.0,48.0,48.0,0.225,0.422902,0.093941,0.356059,0.889445,0.097909,0.859103,0.919788,-0.55,0.845804,-0.812117,-0.287883,2.250791,0.550219,2.080277,2.421306,0.218415,0.411714,0.090824,0.346006,0.912827,0.197673,0.851567,0.974087,,,,,,,,,0.900008,0.083718,0.874064,0.925953,,,,,,,,,,,,,,,,,,,,,,,,,0.780375,1.018587,0.464712,1.096038,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.2,0.464095,0.056175,0.343825,0.3,0.516398,0.139967,0.460033
probe_skel_only,none,40,40,0,0.860381,0.121381,0.822765,0.897998,0.832956,0.191903,0.773485,0.892428,0.900008,0.083718,0.874064,0.925953,1.575,1.318264,1.166466,1.983534,0.891667,0.183158,0.834905,0.948428,1.85,0.699817,1.633125,2.066875,1.85,0.699817,1.633125,2.066875,42.3,8.491927,39.668325,44.931675,0.2,0.405096,0.07446,0.32554,0.897067,0.092336,0.868452,0.925682,-0.6,0.810191,-0.851081,-0.348919,1.848921,0.569979,1.672283,2.025559,6.3e-05,0.000283,-2.4e-05,0.000151,0.999994,2.8e-05,0.999985,1.000002,,,,,,,,,0.900008,0.083718,0.874064,0.925953,,,,,,,,,,,,,,,,,,,,,,,,,0.657,1.046889,0.332566,0.981434,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
