arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,selection_regret_total_mean,selection_regret_total_sd,selection_regret_total_ci95_lo,selection_regret_total_ci95_hi,selection_regret_mean_mean,selection_regret_mean_sd,selection_regret_mean_ci95_lo,selection_regret_mean_ci95_hi,selection_quality_mean_mean,selection_quality_mean_sd,selection_quality_mean_ci95_lo,selection_quality_mean_ci95_hi,eig_regret_total_mean,eig_regret_total_sd,eig_regret_total_ci95_lo,eig_regret_total_ci95_hi,orientation_accuracy_mean,orientation_accuracy_sd,orientation_accuracy_ci95_lo,orientation_accuracy_ci95_hi,wasted_steps_mean,wasted_steps_sd,wasted_steps_ci95_lo,wasted_steps_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,pc_truth_in_class_mean,pc_truth_in_class_sd,pc_truth_in_class_ci95_lo,pc_truth_in_class_ci95_hi,mec_size_initial_mean,mec_size_initial_sd,mec_size_initial_ci95_lo,mec_size_initial_ci95_hi,mec_entropy_initial_mean,mec_entropy_initial_sd,mec_entropy_initial_ci95_lo,mec_entropy_initial_ci95_hi,belief_undirected_final_mean,belief_undirected_final_sd,belief_undirected_final_ci95_lo,belief_undirected_final_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi
eig+llm,gpt-4o-mini-2024-07-18,1,10,10,0,0.412222,0.251521,0.256328,0.568117,0.696667,0.405654,0.445239,0.948094,0.667576,0.283002,0.49217,0.842982,4.7,2.057507,3.424744,5.975256,0.866667,0.219427,0.730664,1.002669,0.3,0.483046,0.000605,0.599395,0.148148,0.227371,-0.000401,0.296697,0.958024,0.065447,0.915266,1.000783,0.0,0.0,0.0,0.0,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.6,0.843274,1.077333,2.122667,1.6,0.843274,1.077333,2.122667,0.862727,0.102872,0.798966,0.926488,0.2,0.421637,-0.061333,0.461333,7.0,4.988877,3.907862,10.092138,1.680656,0.839608,1.160262,2.20105,0.1,0.316228,-0.096,0.296,619.8,61.985303,581.381111,658.218889,106.7,16.09037,96.727085,116.672915,726.5,63.704613,687.015471,765.984529,0.000157,1.3e-05,0.000149,0.000165,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9659,0.457982,1.68204,2.24976
eig+llm,gpt-4o-mini-2024-07-18,2,10,10,0,0.355101,0.140165,0.268226,0.441977,0.588095,0.201769,0.463038,0.713153,0.631997,0.207726,0.503248,0.760747,8.5,4.143268,5.931976,11.068024,0.833333,0.222222,0.695599,0.971068,0.2,0.421637,-0.061333,0.461333,0.092592,0.188398,-0.030494,0.215679,0.979938,0.04343,0.951563,1.008312,0.0,0.0,0.0,0.0,0.935186,0.130288,0.850064,1.020307,0.0,0.0,0.0,0.0,1.7,0.948683,1.112,2.288,1.7,0.948683,1.112,2.288,0.798868,0.120094,0.724433,0.873303,0.0,0.0,0.0,0.0,6.7,3.917199,4.272095,9.127905,1.677839,0.802357,1.180533,2.175145,0.0,0.0,0.0,0.0,679.6,85.676653,626.49706,732.70294,130.0,47.779587,100.385905,159.614095,809.6,112.385448,739.942778,879.257222,0.00018,3.5e-05,0.000158,0.000202,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.2529,0.63316,1.860463,2.645337
eig+llm,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.542222,0.208831,0.412788,0.671657,0.746667,0.409516,0.492846,1.000488,0.83965,0.094173,0.781281,0.898019,3.4,1.577621,2.42218,4.37782,0.866667,0.219427,0.730664,1.002669,0.3,0.483046,0.000605,0.599395,0.148148,0.227371,-0.000401,0.296697,0.958024,0.065447,0.915266,1.000783,0.0,0.0,0.0,0.0,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.6,0.843274,1.077333,2.122667,1.6,0.843274,1.077333,2.122667,0.862727,0.102872,0.798966,0.926488,0.2,0.421637,-0.061333,0.461333,7.0,4.988877,3.907862,10.092138,1.680656,0.839608,1.160262,2.20105,0.1,0.316228,-0.096,0.296,971.9,81.054783,921.661725,1022.138275,224.9,130.61772,143.942298,305.857702,1196.8,177.449085,1086.815918,1306.784082,0.000559,0.000253,0.000403,0.000716,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.4081,6.706116,1.251606,9.564594
eig+llm,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.539843,0.134802,0.456293,0.623394,0.561111,0.249851,0.406252,0.71597,0.793034,0.114104,0.722312,0.863757,4.6,1.173788,3.872479,5.327521,0.833333,0.222222,0.695599,0.971068,0.2,0.421637,-0.061333,0.461333,0.092592,0.188398,-0.030494,0.215679,0.979938,0.04343,0.951563,1.008312,0.0,0.0,0.0,0.0,0.935186,0.130288,0.850064,1.020307,0.0,0.0,0.0,0.0,1.7,0.948683,1.112,2.288,1.7,0.948683,1.112,2.288,0.798868,0.120094,0.724433,0.873303,0.0,0.0,0.0,0.0,6.7,3.917199,4.272095,9.127905,1.677839,0.802357,1.180533,2.175145,0.0,0.0,0.0,0.0,1055.6,115.866974,983.784906,1127.415094,171.6,59.72939,134.579341,208.620659,1227.2,140.385026,1140.188459,1314.211541,0.000476,0.000139,0.00039,0.000563,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.5865,5.517463,1.166741,8.006259
eig+meek,none,1,10,10,0,0.812121,0.155385,0.715813,0.90843,0.88,0.223993,0.741168,1.018832,0.862727,0.102872,0.798966,0.926488,1.7,1.251666,0.92421,2.47579,0.866667,0.219427,0.730664,1.002669,0.3,0.483046,0.000605,0.599395,0.148148,0.227371,-0.000401,0.296697,0.958024,0.065447,0.915266,1.000783,0.0,0.0,0.0,0.0,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.6,0.843274,1.077333,2.122667,1.6,0.843274,1.077333,2.122667,0.862727,0.102872,0.798966,0.926488,0.2,0.421637,-0.061333,0.461333,7.0,4.988877,3.907862,10.092138,1.680656,0.839608,1.160262,2.20105,0.1,0.316228,-0.096,0.296,,,,,,,,,,,,,,,,,,,,,,,,,0.0146,0.002797,0.012867,0.016333
eig+meek,none,2,10,10,0,0.71021,0.191881,0.59128,0.829139,0.689365,0.181478,0.576884,0.801846,0.798868,0.120094,0.724433,0.873303,3.2,1.619328,2.19633,4.20367,0.833333,0.222222,0.695599,0.971068,0.2,0.421637,-0.061333,0.461333,0.092592,0.188398,-0.030494,0.215679,0.979938,0.04343,0.951563,1.008312,0.0,0.0,0.0,0.0,0.935186,0.130288,0.850064,1.020307,0.0,0.0,0.0,0.0,1.7,0.948683,1.112,2.288,1.7,0.948683,1.112,2.288,0.798868,0.120094,0.724433,0.873303,0.0,0.0,0.0,0.0,6.7,3.917199,4.272095,9.127905,1.677839,0.802357,1.180533,2.175145,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0216,0.012076,0.014115,0.029085
llm+llm,gpt-4o-mini-2024-07-18,1,10,10,0,0.418485,0.263112,0.255406,0.581563,0.716667,0.416111,0.458759,0.974575,0.705758,0.283183,0.530239,0.881276,4.2,1.686548,3.154667,5.245333,0.95,0.158114,0.852,1.048,0.1,0.316228,-0.096,0.296,0.055556,0.166667,-0.053333,0.164444,0.988889,0.033333,0.967111,1.010667,0.04621,0.146129,-0.044362,0.136782,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.4,0.699206,0.966628,1.833372,1.4,0.699206,0.966628,1.833372,0.862727,0.102872,0.798966,0.926488,0.2,0.421637,-0.061333,0.461333,7.0,4.988877,3.907862,10.092138,1.680656,0.839608,1.160262,2.20105,0.1,0.316228,-0.096,0.296,1267.6,397.22795,1021.395566,1513.804434,160.2,35.351568,138.288871,182.111129,1427.8,422.89342,1165.687943,1689.912057,0.000286,7.6e-05,0.000239,0.000333,2.4,0.699206,1.966628,2.833372,0.0,0.0,0.0,0.0,3.4182,0.848393,2.89236,3.94404
llm+llm,gpt-4o-mini-2024-07-18,2,10,10,0,0.411612,0.141282,0.324044,0.499179,0.499206,0.245575,0.346998,0.651415,0.706227,0.195783,0.584879,0.827575,6.3,2.311805,4.867128,7.732872,0.783333,0.236356,0.636838,0.929828,0.6,1.264911,-0.184,1.384,0.314814,0.658515,-0.115415,0.745044,0.928086,0.154089,0.827414,1.028757,0.144474,0.319092,-0.053302,0.34225,0.907408,0.140956,0.815316,0.999499,0.0,0.0,0.0,0.0,1.8,0.918937,1.230437,2.369563,1.8,0.918937,1.230437,2.369563,0.798868,0.120094,0.724433,0.873303,0.0,0.0,0.0,0.0,6.7,3.917199,4.272095,9.127905,1.677839,0.802357,1.180533,2.175145,0.1,0.316228,-0.096,0.296,1634.1,612.331147,1254.573223,2013.626777,184.0,54.733699,150.075702,217.924298,1818.1,660.404497,1408.777052,2227.422948,0.000356,0.000121,0.00028,0.000431,2.8,0.918937,2.230437,3.369563,0.0,0.0,0.0,0.0,3.6933,1.045331,3.045397,4.341203
llm+llm,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.542222,0.208831,0.412788,0.671657,0.746667,0.409516,0.492846,1.000488,0.838485,0.118161,0.765248,0.911722,3.4,1.577621,2.42218,4.37782,0.866667,0.219427,0.730664,1.002669,0.4,0.699206,-0.033372,0.833372,0.203703,0.351364,-0.025855,0.433261,0.930247,0.121878,0.85062,1.009874,0.04621,0.146129,-0.044362,0.136782,0.944444,0.11024,0.872421,1.016468,0.0,0.0,0.0,0.0,1.6,0.843274,1.077333,2.122667,1.6,0.843274,1.077333,2.122667,0.862727,0.102872,0.798966,0.926488,0.2,0.421637,-0.061333,0.461333,7.0,4.988877,3.907862,10.092138,1.680656,0.839608,1.160262,2.20105,0.2,0.632456,-0.192,0.592,2163.6,745.201419,1701.719375,2625.480625,291.9,105.869364,226.281488,357.518512,2455.5,818.49065,1948.194239,2962.805761,0.000795,0.000261,0.000633,0.000957,2.6,0.843274,2.077333,3.122667,0.0,0.0,0.0,0.0,7.3477,3.606611,5.1123,9.5831
llm+llm,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.472444,0.20331,0.346431,0.598457,0.561111,0.249851,0.406252,0.71597,0.783312,0.110427,0.714869,0.851756,5.2,1.619328,4.19633,6.20367,0.916667,0.180021,0.805089,1.028245,0.3,0.948683,-0.288,0.888,0.166667,0.5,-0.16,0.493333,0.972222,0.083333,0.917778,1.026667,0.012892,0.03313,-0.007642,0.033426,0.875662,0.149416,0.778044,0.97328,0.0,0.0,0.0,0.0,1.5,0.849837,0.973266,2.026734,1.5,0.849837,0.973266,2.026734,0.798868,0.120094,0.724433,0.873303,0.0,0.0,0.0,0.0,6.7,3.917199,4.272095,9.127905,1.677839,0.802357,1.180533,2.175145,0.0,0.0,0.0,0.0,2209.6,825.898864,1697.702581,2721.497419,244.3,80.126359,194.637168,293.962832,2453.9,861.09471,1920.187969,2987.612031,0.00073,0.000229,0.000588,0.000872,2.5,0.849837,1.973266,3.026734,0.0,0.0,0.0,0.0,5.575,2.651913,3.931327,7.218673
