run_id,arm,model_tag,prompt,level,seed,step,target,a,b,z,se,mu_obs,mu_int,truth,decision,correct,rationale
20260819T070418Z,local_mechanical,none,,0,295485567,1,3,3,1,0.73852,0.09597,0.04863,0.11951,b_to_a,b_to_a,1,
20260819T070418Z,local_mechanical,none,,0,295485567,1,3,3,2,27.80883,0.19042,0.0935,5.38886,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,295485567,2,1,1,0,32.478,0.12462,0.04046,4.08779,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,325160078,1,3,3,2,29.17457,0.13585,-0.13201,3.83127,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1719885688,1,1,1,0,19.69084,0.11495,0.00188,2.26542,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1719885688,1,1,1,2,25.36119,0.11351,0.00581,-2.873,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1719885688,1,1,1,3,26.33328,0.25666,-0.0381,-6.79675,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1719885688,2,3,3,0,1.21743,0.12606,0.00188,0.15535,b_to_a,b_to_a,1,
20260819T070418Z,local_mechanical,none,,0,239607114,1,0,0,3,1.56733,0.23348,0.27663,-0.0893,b_to_a,b_to_a,1,
20260819T070418Z,local_mechanical,none,,0,1279549348,1,2,2,0,28.6447,0.14133,0.06653,-3.98185,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1279549348,1,2,2,1,23.91213,0.1153,-0.0827,2.67438,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1279549348,2,1,1,0,15.80005,0.14985,0.06653,-2.30116,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1943031107,1,1,1,0,1.63728,0.1594,-0.16544,0.09555,b_to_a,b_to_a,1,
20260819T070418Z,local_mechanical,none,,0,1943031107,1,1,1,3,1.65121,0.10353,-0.11405,0.05691,b_to_a,b_to_a,1,
20260819T070418Z,local_mechanical,none,,0,1943031107,2,3,3,2,18.1344,0.102,-0.13259,1.71717,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1580201974,1,0,0,2,2.10835,0.09821,-0.10756,0.0995,b_to_a,a_to_b,0,
20260819T070418Z,local_mechanical,none,,0,1580201974,1,0,0,3,1.62711,0.16544,-0.04098,0.22821,b_to_a,b_to_a,1,
20260819T070418Z,local_mechanical,none,,0,1580201974,2,3,3,1,46.06423,0.21593,0.18291,-9.76381,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1078156455,1,2,2,1,26.83215,0.27087,0.06072,7.32876,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1158667886,1,1,1,0,0.57416,0.12238,-0.04925,-0.11952,b_to_a,b_to_a,1,
20260819T070418Z,local_mechanical,none,,0,1158667886,1,1,1,2,47.20413,0.24521,0.04086,11.61596,a_to_b,a_to_b,1,
20260819T070418Z,local_mechanical,none,,0,1158667886,1,1,1,3,0.17512,0.09992,-0.02324,-0.04074,b_to_a,b_to_a,1,
