arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,selection_regret_total_mean,selection_regret_total_sd,selection_regret_total_ci95_lo,selection_regret_total_ci95_hi,selection_regret_mean_mean,selection_regret_mean_sd,selection_regret_mean_ci95_lo,selection_regret_mean_ci95_hi,selection_quality_mean_mean,selection_quality_mean_sd,selection_quality_mean_ci95_lo,selection_quality_mean_ci95_hi,eig_regret_total_mean,eig_regret_total_sd,eig_regret_total_ci95_lo,eig_regret_total_ci95_hi,orientation_accuracy_mean,orientation_accuracy_sd,orientation_accuracy_ci95_lo,orientation_accuracy_ci95_hi,wasted_steps_mean,wasted_steps_sd,wasted_steps_ci95_lo,wasted_steps_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,pc_truth_in_class_mean,pc_truth_in_class_sd,pc_truth_in_class_ci95_lo,pc_truth_in_class_ci95_hi,mec_size_initial_mean,mec_size_initial_sd,mec_size_initial_ci95_lo,mec_size_initial_ci95_hi,mec_entropy_initial_mean,mec_entropy_initial_sd,mec_entropy_initial_ci95_lo,mec_entropy_initial_ci95_hi,belief_undirected_final_mean,belief_undirected_final_sd,belief_undirected_final_ci95_lo,belief_undirected_final_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi
eig+meek,none,0,10,10,0,0.814286,0.22386,0.675536,0.953036,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.0,0.942809,0.415641,1.584359,0.9,0.210819,0.769333,1.030667,0.3,0.483046,0.000605,0.599395,0.166667,0.25,0.003333,0.33,0.944443,0.083335,0.889998,0.998889,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,0.699206,0.966628,1.833372,1.4,0.699206,0.966628,1.833372,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2623,0.80979,-0.239613,0.764213
eig+meek,none,1,10,10,0,0.851515,0.179815,0.740065,0.962966,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.1,1.286684,0.302505,1.897495,0.9,0.210819,0.769333,1.030667,0.1,0.316228,-0.096,0.296,0.05,0.158114,-0.048,0.148,0.9875,0.039528,0.963,1.012,0.0,0.0,0.0,0.0,0.95,0.158114,0.852,1.048,0.0,0.0,0.0,0.0,1.7,0.483046,1.400605,1.999395,1.7,0.483046,1.400605,1.999395,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0139,0.003348,0.011825,0.015975
eig+meek,none,2,10,10,0,0.919048,0.112978,0.849023,0.989072,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.0,1.333333,0.173591,1.826409,0.95,0.158114,0.852,1.048,0.1,0.316228,-0.096,0.296,0.055556,0.166667,-0.053333,0.164444,0.986111,0.041667,0.958889,1.013333,0.0,0.0,0.0,0.0,0.977778,0.066667,0.934222,1.021333,0.0,0.0,0.0,0.0,1.8,0.632456,1.408,2.192,1.8,0.632456,1.408,2.192,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0207,0.003974,0.018237,0.023163
eig+meek,none,3,10,10,0,0.919883,0.083664,0.868027,0.971739,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.2,1.032796,0.559867,1.840133,0.95,0.158114,0.852,1.048,0.2,0.421637,-0.061333,0.461333,0.1,0.210819,-0.030667,0.230667,0.966666,0.070274,0.92311,1.010222,0.0,0.0,0.0,0.0,0.98,0.063246,0.9408,1.0192,0.0,0.0,0.0,0.0,2.1,0.567646,1.748169,2.451831,2.1,0.567646,1.748169,2.451831,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0703,0.072216,0.02554,0.11506
maxdeg+meek,none,0,10,10,0,0.814286,0.22386,0.675536,0.953036,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.0,0.942809,0.415641,1.584359,0.9,0.210819,0.769333,1.030667,0.3,0.483046,0.000605,0.599395,0.166667,0.25,0.003333,0.33,0.944443,0.083335,0.889998,0.998889,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,0.699206,0.966628,1.833372,1.4,0.699206,0.966628,1.833372,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2625,0.811125,-0.24024,0.76524
maxdeg+meek,none,1,10,10,0,0.851515,0.179815,0.740065,0.962966,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.1,1.286684,0.302505,1.897495,0.9,0.210819,0.769333,1.030667,0.2,0.632456,-0.192,0.592,0.1,0.316228,-0.096,0.296,0.975,0.079057,0.926,1.024,0.010465,0.033093,-0.010046,0.030976,0.95,0.158114,0.852,1.048,0.0,0.0,0.0,0.0,1.7,0.483046,1.400605,1.999395,1.7,0.483046,1.400605,1.999395,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0142,0.006052,0.010449,0.017951
maxdeg+meek,none,2,10,10,0,0.919048,0.112978,0.849023,0.989072,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.0,1.333333,0.173591,1.826409,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.010465,0.033093,-0.010046,0.030976,0.977778,0.066667,0.934222,1.021333,0.0,0.0,0.0,0.0,1.7,0.674949,1.281663,2.118337,1.7,0.674949,1.281663,2.118337,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0188,0.002044,0.017533,0.020067
maxdeg+meek,none,3,10,10,0,0.919883,0.083664,0.868027,0.971739,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.2,1.032796,0.559867,1.840133,0.95,0.158114,0.852,1.048,0.1,0.316228,-0.096,0.296,0.05,0.158114,-0.048,0.148,0.983333,0.052706,0.950666,1.016,0.005889,0.018623,-0.005653,0.017431,0.98,0.063246,0.9408,1.0192,0.0,0.0,0.0,0.0,2.1,0.567646,1.748169,2.451831,2.1,0.567646,1.748169,2.451831,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0637,0.033293,0.043064,0.084336
oracle+meek,none,0,10,10,0,0.7,0.246977,0.546922,0.853078,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.4,1.074968,0.733728,2.066272,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.249482,0.297615,0.065018,0.433946,0.851853,0.17568,0.737076,0.966631,0.0,0.0,0.0,0.0,1.1,0.567646,0.748169,1.451831,1.1,0.567646,0.748169,1.451831,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2623,0.810142,-0.239831,0.764431
oracle+meek,none,1,10,10,0,0.851515,0.179815,0.740065,0.962966,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.1,1.286684,0.302505,1.897495,0.95,0.158114,0.852,1.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.056675,0.146199,-0.03394,0.14729,0.95,0.158114,0.852,1.048,0.0,0.0,0.0,0.0,1.6,0.516398,1.279933,1.920067,1.6,0.516398,1.279933,1.920067,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0131,0.002424,0.011597,0.014603
