arm,model_tag,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
oracle,none,20,20,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00195,0.000686,0.001649,0.002251,,,,,,,,,,,,,,,,
pc_greedy,none,20,20,0,0.754664,0.180919,0.675372,0.833955,0.805516,0.19446,0.72029,0.890742,0.830798,0.113656,0.780985,0.88061,2.55,1.637553,1.832311,3.267689,0.725,0.218146,0.629393,0.820607,1.95,0.944513,1.536049,2.363951,1.95,0.944513,1.536049,2.363951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.830798,0.113656,0.780986,0.88061,,,,,,,,,,,,,,,,,,,,,,,,,0.4214,1.128271,-0.073087,0.915887,,,,,,,,,,,,,,,,
pc_greedy_meek,none,20,20,0,0.74514,0.188613,0.662476,0.827803,0.784683,0.221201,0.687737,0.881628,0.830798,0.113656,0.780985,0.88061,2.55,1.700619,1.804671,3.295329,0.875,0.20142,0.786724,0.963276,1.6,0.88258,1.213192,1.986808,1.6,0.88258,1.213192,1.986808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.830798,0.113656,0.780986,0.88061,,,,,,,,,,,,,,,,,,,,,,,,,0.44215,1.127448,-0.051976,0.936276,,,,,,,,,,,,,,,,
probe,gpt-4o-mini-2024-07-18,20,20,0,0.806152,0.140342,0.744645,0.86766,0.822778,0.1692,0.748623,0.896933,0.847938,0.097037,0.805409,0.890466,2.2,1.542384,1.524021,2.875979,0.75,0.219649,0.653735,0.846265,2.1,0.718185,1.785242,2.414758,2.1,0.718185,1.785242,2.414758,48.0,0.0,48.0,48.0,0.1,0.307794,-0.034896,0.234896,0.857862,0.092027,0.81753,0.898195,-0.8,0.615587,-1.069793,-0.530207,2.28353,0.740223,1.959113,2.607946,0.127001,0.240553,0.021574,0.232429,0.945369,0.130742,0.888069,1.002669,,,,,,,,,0.830798,0.113656,0.780986,0.88061,980.25,153.648223,912.910697,1047.589303,99.7,17.932916,91.840553,107.559447,1079.95,145.416091,1016.218588,1143.681412,0.000207,2e-05,0.000198,0.000216,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7999,1.51944,2.133976,3.465824,3.5,0.606977,3.233981,3.766019,3.0,1.486784,2.348388,3.651612,,,,,,,,
probe,qwen3-coder-30b-a3b-instruct,20,20,0,0.822682,0.172128,0.747244,0.898121,0.834048,0.229672,0.733389,0.934706,0.847531,0.130814,0.790199,0.904863,1.95,1.700619,1.204671,2.695329,0.808333,0.224748,0.709833,0.906834,2.05,0.604805,1.784932,2.315068,2.05,0.604805,1.784932,2.315068,44.4,9.875008,40.072087,48.727913,0.25,0.444262,0.055294,0.444706,0.859479,0.127618,0.803548,0.91541,-0.5,0.888523,-0.889413,-0.110587,2.295038,0.822464,1.934577,2.655499,0.080264,0.226712,-0.019097,0.179625,0.959702,0.124964,0.904934,1.014469,,,,,,,,,0.830798,0.113656,0.780986,0.88061,1444.55,208.965743,1352.966725,1536.133275,147.55,37.151858,131.26748,163.83252,1592.1,214.174032,1498.234092,1685.965908,0.00067,0.000116,0.00062,0.000721,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.00295,4.703515,3.941544,8.064356,0.35,0.988087,-0.083048,0.783048,2.3,1.625455,1.587613,3.012387,,,,,,,,
probe_llm_graphs,gpt-4o-mini-2024-07-18,20,20,0,0.530972,0.186825,0.449093,0.612852,0.665833,0.333352,0.519735,0.811931,0.826021,0.102398,0.781143,0.870899,4.15,1.531253,3.478899,4.821101,0.966667,0.102598,0.921701,1.011632,0.65,0.933302,0.240962,1.059038,0.65,0.933302,0.240962,1.059038,7.75,3.891624,6.044421,9.455579,0.0,0.0,0.0,0.0,0.582897,0.163109,0.511411,0.654382,-1.0,0.0,-1.0,-1.0,0.312751,0.49761,0.094664,0.530839,0.079452,0.247035,-0.028815,0.18772,0.966508,0.104492,0.920713,1.012304,12.0,0.0,12.0,12.0,7.75,3.891624,6.044421,9.455579,0.830798,0.113656,0.780986,0.88061,924.55,128.906116,868.054404,981.045596,337.65,42.468905,319.037182,356.262818,1262.2,160.053149,1192.053615,1332.346385,0.000341,4.1e-05,0.000323,0.000359,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.81775,0.631365,3.541042,4.094458,,,,,,,,,,,,,,,,
probe_llm_graphs,qwen3-coder-30b-a3b-instruct,20,20,0,0.540512,0.238161,0.436133,0.64489,0.712857,0.301276,0.580817,0.844897,0.791356,0.167519,0.717937,0.864774,4.95,3.69174,3.332023,6.567977,0.833333,0.216295,0.738538,0.928129,1.4,1.142481,0.899286,1.900714,1.4,1.142481,0.899286,1.900714,8.1,3.697795,6.47937,9.72063,0.0,0.0,0.0,0.0,0.574068,0.209899,0.482076,0.666061,-1.0,0.0,-1.0,-1.0,0.547139,0.577239,0.294153,0.800125,0.130236,0.277259,0.008721,0.25175,0.951958,0.106597,0.90524,0.998677,12.0,0.0,12.0,12.0,8.1,3.697795,6.47937,9.72063,0.830798,0.113656,0.780986,0.88061,1364.95,184.182825,1284.228318,1445.671682,717.5,186.123191,635.927915,799.072085,2082.45,277.951051,1960.632581,2204.267419,0.001637,0.00034,0.001488,0.001786,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.82175,5.824486,8.269057,13.374443,,,,,,,,,,,,,,,,
probe_mec_only,none,20,20,0,0.730357,0.20511,0.640464,0.820251,0.759683,0.223825,0.661587,0.857778,0.830798,0.113656,0.780985,0.88061,2.6,1.729009,1.842228,3.357772,0.85,0.215618,0.755501,0.944499,1.65,0.875094,1.266473,2.033527,1.65,0.875094,1.266473,2.033527,6.85,4.368247,4.935531,8.764469,0.1,0.307794,-0.034896,0.234896,0.738691,0.198539,0.651677,0.825704,-0.8,0.615587,-1.069793,-0.530207,1.679248,0.799293,1.328942,2.029553,1e-06,2e-06,-0.0,1e-06,1.0,0.0,1.0,1.0,,,,,,,,,0.830798,0.113656,0.780986,0.88061,,,,,,,,,,,,,,,,,,,,,,,,,0.1641,0.18366,0.083608,0.244592,,,,,,,,,,,,,,,,
probe_oracle_edits,none,20,20,0,0.992821,0.022161,0.983108,1.002533,0.994444,0.024845,0.983556,1.005333,0.992821,0.022161,0.983108,1.002533,0.1,0.307794,-0.034896,0.234896,0.875,0.20142,0.786724,0.963276,1.9,0.640723,1.619191,2.180809,1.9,0.640723,1.619191,2.180809,48.0,0.0,48.0,48.0,0.9,0.307794,0.765104,1.034896,0.99282,0.022161,0.983108,1.002533,0.8,0.615587,0.530207,1.069793,2.155498,0.586449,1.898475,2.41252,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,0.830798,0.113656,0.780986,0.88061,,,,,,,,,,,,,,,,,,,,,,,,,1.68445,0.928488,1.277522,2.091378,0.1,0.307794,-0.034896,0.234896,1.85,1.136708,1.351816,2.348184,0.1,0.307794,-0.034896,0.234896,1.85,1.136708,1.351816,2.348184
probe_oracle_edits_noreserve,none,20,20,0,0.98375,0.051475,0.96119,1.00631,0.981944,0.059967,0.955663,1.008226,0.996667,0.014907,0.990133,1.0032,0.15,0.48936,-0.064472,0.364472,0.85,0.215618,0.755501,0.944499,1.95,0.604805,1.684932,2.215068,1.95,0.604805,1.684932,2.215068,48.0,0.0,48.0,48.0,0.95,0.223607,0.852,1.048,0.996667,0.014907,0.990133,1.0032,0.95,0.510418,0.7263,1.1737,2.120618,0.578655,1.867011,2.374225,0.066672,0.205441,-0.023366,0.15671,0.958298,0.131164,0.900812,1.015783,,,,,,,,,0.830798,0.113656,0.780986,0.88061,,,,,,,,,,,,,,,,,,,,,,,,,1.7501,0.9117,1.35053,2.14967,0.1,0.307794,-0.034896,0.234896,1.85,1.136708,1.351816,2.348184,0.1,0.307794,-0.034896,0.234896,1.85,1.136708,1.351816,2.348184
