arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
oracle,none,1,10,10,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002828,0.001247,0.004753,,,,,,,,,,,,,,,,
oracle,none,2,10,10,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.001155,0.002284,0.003716,,,,,,,,,,,,,,,,
pc_greedy,none,1,10,10,0,0.930303,0.099791,0.868452,0.992154,0.966667,0.105409,0.901333,1.032,0.981818,0.038331,0.958061,1.005576,0.5,0.707107,0.061731,0.938269,0.766667,0.250924,0.611142,0.922191,1.9,0.567646,1.548169,2.251831,1.9,0.567646,1.548169,2.251831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981818,0.038331,0.958061,1.005576,,,,,,,,,,,,,,,,,,,,,,,,,0.8025,1.559158,-0.163876,1.768876,,,,,,,,,,,,,,,,
pc_greedy,none,2,10,10,0,0.924475,0.135862,0.840267,1.008683,0.899444,0.1856,0.784408,1.014481,0.980784,0.031014,0.961562,1.000007,0.8,1.316561,-0.016013,1.616013,0.7,0.219427,0.563998,0.836002,2.2,0.632456,1.808,2.592,2.2,0.632456,1.808,2.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.980784,0.031014,0.961562,1.000007,,,,,,,,,,,,,,,,,,,,,,,,,0.1547,0.138494,0.068861,0.240539,,,,,,,,,,,,,,,,
pc_greedy_meek,none,1,10,10,0,0.930303,0.099791,0.868452,0.992154,0.966667,0.105409,0.901333,1.032,0.981818,0.038331,0.958061,1.005576,0.5,0.707107,0.061731,0.938269,0.966667,0.105409,0.901333,1.032,1.5,0.707107,1.061731,1.938269,1.5,0.707107,1.061731,1.938269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981818,0.038331,0.958061,1.005576,,,,,,,,,,,,,,,,,,,,,,,,,0.7842,1.558958,-0.182052,1.750452,,,,,,,,,,,,,,,,
pc_greedy_meek,none,2,10,10,0,0.928284,0.145249,0.838258,1.018311,0.908889,0.191292,0.790325,1.027453,0.980784,0.031014,0.961562,1.000007,0.7,1.251666,-0.07579,1.47579,0.8,0.219427,0.663998,0.936002,2.0,0.816497,1.49393,2.50607,2.0,0.816497,1.49393,2.50607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.980784,0.031014,0.961562,1.000007,,,,,,,,,,,,,,,,,,,,,,,,,0.1242,0.116826,0.05179,0.19661,,,,,,,,,,,,,,,,
probe,gpt-4o-mini-2024-07-18,1,10,10,0,0.933766,0.179792,0.82233,1.045202,0.9,0.316228,0.704,1.096,0.962338,0.09172,0.905489,1.019186,0.7,1.888562,-0.470543,1.870543,0.683333,0.183417,0.56965,0.797017,2.4,0.699206,1.966628,2.833372,2.4,0.699206,1.966628,2.833372,48.0,0.0,48.0,48.0,0.8,0.421637,0.538667,1.061333,0.981818,0.038331,0.958061,1.005576,0.6,0.843274,0.077333,1.122667,2.162527,0.586498,1.799012,2.526042,0.23303,0.195831,0.111653,0.354407,0.939778,0.060501,0.902279,0.977277,,,,,,,,,0.981818,0.038331,0.958061,1.005576,831.1,1.791957,829.989333,832.210667,104.6,24.167011,89.621131,119.578869,935.7,24.917865,920.255747,951.144253,0.000187,1.5e-05,0.000178,0.000196,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0263,1.990056,1.792851,4.259749,3.4,1.264911,2.616,4.184,3.3,0.823273,2.78973,3.81027,,,,,,,,
probe,gpt-4o-mini-2024-07-18,2,10,10,0,0.967451,0.064386,0.927544,1.007358,0.968889,0.068853,0.926213,1.011564,0.980784,0.031014,0.961562,1.000007,0.4,0.699206,-0.033372,0.833372,0.683333,0.183417,0.56965,0.797017,2.4,0.699206,1.966628,2.833372,2.4,0.699206,1.966628,2.833372,48.0,0.0,48.0,48.0,0.7,0.483046,0.400605,0.999395,0.967451,0.064386,0.927544,1.007358,0.4,0.966092,-0.19879,0.99879,2.241001,0.563923,1.891478,2.590524,0.223936,0.183077,0.110464,0.337408,0.94325,0.050171,0.912154,0.974346,,,,,,,,,0.980784,0.031014,0.961562,1.000007,1130.2,2.973961,1128.35672,1132.04328,105.0,17.745109,94.001468,115.998532,1235.2,18.201343,1223.918691,1246.481309,0.000233,1.1e-05,0.000226,0.000239,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7045,0.662038,2.294165,3.114835,4.0,0.0,4.0,4.0,2.3,1.888562,1.129457,3.470543,,,,,,,,
probe,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.981818,0.038331,0.958061,1.005576,0.966667,0.105409,0.901333,1.032,0.981818,0.038331,0.958061,1.005576,0.2,0.421637,-0.061333,0.461333,0.733333,0.195631,0.61208,0.854587,2.3,0.823273,1.78973,2.81027,2.3,0.823273,1.78973,2.81027,46.4,5.059644,43.264,49.536,0.8,0.421637,0.538667,1.061333,0.981818,0.038331,0.958061,1.005576,0.6,0.843274,0.077333,1.122667,2.144738,0.511804,1.827518,2.461958,0.340338,0.325932,0.138324,0.542352,0.892488,0.141787,0.804607,0.980369,,,,,,,,,0.981818,0.038331,0.958061,1.005576,1243.0,4.21637,1240.386667,1245.613333,157.1,58.039163,121.126954,193.073046,1400.1,57.956785,1364.178013,1436.021987,0.000596,9.9e-05,0.000535,0.000657,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.801,5.324312,5.500957,12.101043,2.1,1.66333,1.069057,3.130943,2.1,1.66333,1.069057,3.130943,,,,,,,,
probe,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.950609,0.115106,0.879266,1.021952,0.968889,0.068853,0.926213,1.011564,0.961135,0.083034,0.90967,1.0126,0.8,1.873796,-0.361391,1.961391,0.683333,0.183417,0.56965,0.797017,2.4,0.699206,1.966628,2.833372,2.4,0.699206,1.966628,2.833372,48.0,0.0,48.0,48.0,0.7,0.483046,0.400605,0.999395,0.967451,0.064386,0.927544,1.007358,0.4,0.966092,-0.19879,0.99879,2.443633,0.455671,2.161205,2.726061,0.296685,0.398389,0.049761,0.543609,0.897404,0.140438,0.810359,0.984449,,,,,,,,,0.980784,0.031014,0.961562,1.000007,1646.7,4.967673,1643.621004,1649.778996,168.3,69.237193,125.386343,211.213657,1815.0,70.427267,1771.348727,1858.651273,0.000797,0.000118,0.000723,0.00087,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.9413,5.361203,4.618392,11.264208,0.0,0.0,0.0,0.0,2.0,2.108185,0.693333,3.306667,,,,,,,,
probe_llm_graphs,gpt-4o-mini-2024-07-18,1,10,10,0,0.683333,0.214447,0.550418,0.816249,0.9,0.316228,0.704,1.096,0.966667,0.070273,0.923111,1.010222,2.1,1.523884,1.155487,3.044513,1.0,0.0,1.0,1.0,0.5,0.707107,0.061731,0.938269,0.5,0.707107,0.061731,0.938269,9.4,2.503331,7.848419,10.951581,0.1,0.316228,-0.096,0.296,0.705758,0.211753,0.574512,0.837003,-0.8,0.632456,-1.192,-0.408,0.346574,0.490129,0.042789,0.650359,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,12.0,12.0,9.4,2.503331,7.848419,10.951581,0.981818,0.038331,0.958061,1.005576,804.1,2.601282,802.487709,805.712291,333.3,10.985344,326.491213,340.108787,1137.4,11.117554,1130.509269,1144.290731,0.000321,7e-06,0.000317,0.000325,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.8329,0.226836,3.692305,3.973495,,,,,,,,,,,,,,,,
probe_llm_graphs,gpt-4o-mini-2024-07-18,2,10,10,0,0.755271,0.146737,0.664323,0.84622,0.915,0.145392,0.824885,1.005115,0.938541,0.072954,0.893323,0.983758,2.3,1.337494,1.471013,3.128987,0.95,0.158114,0.852,1.048,0.5,0.707107,0.061731,0.938269,0.5,0.707107,0.061731,0.938269,7.0,3.651484,4.736787,9.263213,0.0,0.0,0.0,0.0,0.764438,0.143681,0.675384,0.853493,-1.0,0.0,-1.0,-1.0,0.317806,0.426655,0.053363,0.582249,0.014963,0.047317,-0.014364,0.04429,0.996563,0.010869,0.989826,1.0033,12.0,0.0,12.0,12.0,7.0,3.651484,4.736787,9.263213,0.980784,0.031014,0.961562,1.000007,1059.8,3.645393,1057.540562,1062.059438,419.8,42.289479,393.58871,446.01129,1479.6,45.355877,1451.488136,1507.711864,0.000411,2.6e-05,0.000395,0.000427,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.5718,0.531599,4.242312,4.901288,,,,,,,,,,,,,,,,
probe_llm_graphs,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.695821,0.274601,0.525621,0.86602,0.966667,0.105409,0.901333,1.032,0.944456,0.051464,0.912558,0.976353,2.3,2.162817,0.959472,3.640528,0.833333,0.222222,0.695599,0.971068,1.5,1.080123,0.830533,2.169467,1.5,1.080123,0.830533,2.169467,7.0,4.242641,4.370384,9.629616,0.3,0.483046,0.000605,0.599395,0.709557,0.262004,0.547166,0.871949,-0.4,0.966092,-0.99879,0.19879,0.671866,0.559573,0.325039,1.018693,0.118691,0.160245,0.01937,0.218012,0.970072,0.041749,0.944196,0.995948,12.0,0.0,12.0,12.0,7.0,4.242641,4.370384,9.629616,0.981818,0.038331,0.958061,1.005576,1192.0,3.711843,1189.699376,1194.300624,647.5,110.498115,579.012559,715.987441,1839.5,110.750219,1770.856303,1908.143697,0.00143,0.000188,0.001313,0.001546,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16.8222,10.921175,10.053185,23.591215,,,,,,,,,,,,,,,,
probe_llm_graphs,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.722717,0.178816,0.611886,0.833548,0.856667,0.198793,0.733454,0.97988,0.966563,0.070626,0.922789,1.010338,2.6,1.95505,1.388247,3.811753,0.883333,0.19325,0.763556,1.003111,1.1,1.197219,0.357956,1.842044,1.1,1.197219,0.357956,1.842044,5.4,3.438346,3.268891,7.531109,0.2,0.421637,-0.061333,0.461333,0.736667,0.165515,0.63408,0.839254,-0.6,0.843274,-1.122667,-0.077333,0.35972,0.409176,0.10611,0.61333,0.077111,0.143386,-0.011761,0.165983,0.981393,0.036191,0.958961,1.003825,12.0,0.0,12.0,12.0,5.4,3.438346,3.268891,7.531109,0.980784,0.031014,0.961562,1.000007,1552.3,5.100109,1549.13892,1555.46108,946.7,118.106402,873.496894,1019.903106,2499.0,117.213954,2426.350038,2571.649962,0.002096,0.000199,0.001973,0.002219,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.1035,17.701148,13.132215,35.074785,,,,,,,,,,,,,,,,
