run_id,timestamp_utc,study,arm,selector,readout,prompt,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,status,error,wall_sec,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,interventions_used,submit_directed,submit_undirected,steps_taken,pc_skeleton_f1_ceiling,pc_truth_in_class,belief_undirected_final,decisions,decisions_correct,decisions_wrong,decisions_abstain,orientations_correct,orientations_wrong,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,total_tokens,cost_usd,llm_latency_sec
20260819T074316Z,2026-08-19T07:43:16.725867+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,123393401,1233934010007,4,4,300,150,2,1,4,success,,8.205,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1,0,3,0,0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
20260819T074316Z,2026-08-19T07:43:24.955726+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1943031107,19430311070007,4,4,300,150,3,2,4,success,,1.408,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,581,49,630,0.0002416,1.4021
20260819T074316Z,2026-08-19T07:43:16.726260+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,325160078,3251600780007,4,4,300,150,3,2,4,success,,9.768,0.8571428571428571,1.0,0.3333333333333333,0.25,0.28571428571428575,3,1,3,0,1,0.857143,0,0,1,0,1,0,0,1,1,0,0,582,49,631,0.0002419,1.5615
20260819T074316Z,2026-08-19T07:43:16.726565+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,239607114,2396071140007,4,4,300,150,2,1,4,success,,10.182,0.8571428571428571,1.0,0.0,0.0,0.0,4,1,3,0,1,0.857143,0,0,1,0,1,0,0,1,1,0,0,584,63,647,0.00026296,1.9721
20260819T074316Z,2026-08-19T07:43:26.393650+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1580201974,15802019740007,4,4,300,150,2,1,4,success,,1.1,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,583,49,632,0.00024219,1.094
20260819T074316Z,2026-08-19T07:43:16.726414+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1719885688,17198856880007,4,4,300,150,3,2,4,success,,10.819,1.0,1.0,0.25,0.25,0.25,3,1,4,0,1,1.0,1,0,2,0,2,0,1,3,2,0,0,1164,112,1276,0.00050427,2.6063
20260819T074316Z,2026-08-19T07:43:26.935431+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1158667886,11586678860007,4,4,300,150,2,1,4,success,,1.077,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,581,48,629,0.00024014,1.0707
20260819T074316Z,2026-08-19T07:43:16.726720+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1279549348,12795493480007,4,4,300,150,2,1,4,success,,11.742,1.0,1.0,0.25,0.25,0.25,3,1,4,0,1,1.0,1,0,3,1,2,0,1,3,3,0,0,1748,182,1930,0.00077746,3.5355
20260819T074316Z,2026-08-19T07:43:16.726091+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,295485567,2954855670007,4,4,300,150,3,2,4,success,,12.414,1.0,1.0,0.75,0.75,0.75,1,2,4,0,2,1.0,1,0,4,3,1,0,3,1,4,0,0,2330,194,2524,0.00096525,4.2029
20260819T074316Z,2026-08-19T07:43:27.573645+00:00,study1_local,local_llm_stats,oracle,llm,stats,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1004126917,10041269170108,6,6,300,150,3,2,6,success,,1.734,0.9090909090909091,1.0,0.6,0.5,0.5454545454545454,3,1,5,0,1,0.909091,0,0,2,2,0,0,2,0,2,0,0,1163,96,1259,0.00048058,1.7189
