arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,selection_regret_total_mean,selection_regret_total_sd,selection_regret_total_ci95_lo,selection_regret_total_ci95_hi,selection_regret_mean_mean,selection_regret_mean_sd,selection_regret_mean_ci95_lo,selection_regret_mean_ci95_hi,selection_quality_mean_mean,selection_quality_mean_sd,selection_quality_mean_ci95_lo,selection_quality_mean_ci95_hi,eig_regret_total_mean,eig_regret_total_sd,eig_regret_total_ci95_lo,eig_regret_total_ci95_hi,orientation_accuracy_mean,orientation_accuracy_sd,orientation_accuracy_ci95_lo,orientation_accuracy_ci95_hi,wasted_steps_mean,wasted_steps_sd,wasted_steps_ci95_lo,wasted_steps_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,pc_truth_in_class_mean,pc_truth_in_class_sd,pc_truth_in_class_ci95_lo,pc_truth_in_class_ci95_hi,mec_size_initial_mean,mec_size_initial_sd,mec_size_initial_ci95_lo,mec_size_initial_ci95_hi,mec_entropy_initial_mean,mec_entropy_initial_sd,mec_entropy_initial_ci95_lo,mec_entropy_initial_ci95_hi,belief_undirected_final_mean,belief_undirected_final_sd,belief_undirected_final_ci95_lo,belief_undirected_final_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi
eig+meek,none,0,10,10,0,0.714286,0.233285,0.569694,0.858877,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.4,0.966092,0.80121,1.99879,0.766667,0.250924,0.611142,0.922191,0.3,0.483046,0.000605,0.599395,0.166667,0.25,0.003333,0.33,0.944443,0.083335,0.889998,0.998889,0.0,0.0,0.0,0.0,0.88889,0.166665,0.780002,0.997778,0.0,0.0,0.0,0.0,1.7,0.823273,1.18973,2.21027,1.7,0.823273,1.18973,2.21027,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.1,0.316228,-0.096,0.296,,,,,,,,,,,,,,,,,,,,,,,,,0.2531,0.783157,-0.232306,0.738506
eig+meek,none,1,10,10,0,0.781818,0.179304,0.670685,0.892952,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.5,1.269296,0.713282,2.286718,0.833333,0.222222,0.695599,0.971068,0.1,0.316228,-0.096,0.296,0.05,0.158114,-0.048,0.148,0.9875,0.039528,0.963,1.012,0.0,0.0,0.0,0.0,0.775,0.34258,0.562667,0.987333,0.0,0.0,0.0,0.0,1.9,0.737865,1.442667,2.357333,1.9,0.737865,1.442667,2.357333,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0107,0.001567,0.009729,0.011671
eig+meek,none,2,10,10,0,0.906548,0.109899,0.838432,0.974664,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.1,1.286684,0.302505,1.897495,0.916667,0.180021,0.805089,1.028245,0.1,0.316228,-0.096,0.296,0.055556,0.166667,-0.053333,0.164444,0.986111,0.041667,0.958889,1.013333,0.0,0.0,0.0,0.0,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.9,0.737865,1.442667,2.357333,1.9,0.737865,1.442667,2.357333,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.003432,0.014873,0.019127
eig+meek,none,3,10,10,0,0.907499,0.088187,0.85284,0.962158,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.4,1.173788,0.672479,2.127521,0.833333,0.188398,0.716563,0.950104,0.2,0.421637,-0.061333,0.461333,0.075,0.168737,-0.029584,0.179584,0.975,0.056246,0.940138,1.009862,0.0,0.0,0.0,0.0,0.98,0.063246,0.9408,1.0192,0.0,0.0,0.0,0.0,2.6,0.966092,2.00121,3.19879,2.6,0.966092,2.00121,3.19879,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.2,0.421637,-0.061333,0.461333,,,,,,,,,,,,,,,,,,,,,,,,,0.0424,0.021183,0.029271,0.055529
maxdeg+meek,none,0,10,10,0,0.714286,0.233285,0.569694,0.858877,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.4,0.966092,0.80121,1.99879,0.766667,0.250924,0.611142,0.922191,0.3,0.483046,0.000605,0.599395,0.166667,0.25,0.003333,0.33,0.944443,0.083335,0.889998,0.998889,0.0,0.0,0.0,0.0,0.88889,0.166665,0.780002,0.997778,0.0,0.0,0.0,0.0,1.7,0.823273,1.18973,2.21027,1.7,0.823273,1.18973,2.21027,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.1,0.316228,-0.096,0.296,,,,,,,,,,,,,,,,,,,,,,,,,0.253,0.782137,-0.231774,0.737774
maxdeg+meek,none,1,10,10,0,0.781818,0.179304,0.670685,0.892952,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.5,1.269296,0.713282,2.286718,0.833333,0.222222,0.695599,0.971068,0.2,0.632456,-0.192,0.592,0.1,0.316228,-0.096,0.296,0.975,0.079057,0.926,1.024,0.010465,0.033093,-0.010046,0.030976,0.775,0.34258,0.562667,0.987333,0.0,0.0,0.0,0.0,1.9,0.737865,1.442667,2.357333,1.9,0.737865,1.442667,2.357333,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0102,0.001687,0.009155,0.011245
maxdeg+meek,none,2,10,10,0,0.906548,0.109899,0.838432,0.974664,0.882222,0.21031,0.751871,1.012574,0.945714,0.070136,0.902243,0.989185,1.1,1.286684,0.302505,1.897495,0.966667,0.105409,0.901333,1.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.010465,0.033093,-0.010046,0.030976,0.95,0.1,0.884667,1.015333,0.0,0.0,0.0,0.0,1.8,0.788811,1.31109,2.28891,1.8,0.788811,1.31109,2.28891,0.945714,0.070136,0.902243,0.989185,0.5,0.527046,0.173333,0.826667,6.5,2.838231,4.740846,8.259154,1.725285,0.677652,1.305272,2.145298,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0178,0.004803,0.014823,0.020777
maxdeg+meek,none,3,10,10,0,0.907499,0.088187,0.85284,0.962158,0.924242,0.11428,0.853411,0.995074,0.951462,0.040801,0.926173,0.976751,1.4,1.173788,0.672479,2.127521,0.858333,0.19265,0.738927,0.977739,0.1,0.316228,-0.096,0.296,0.05,0.158114,-0.048,0.148,0.983333,0.052706,0.950666,1.016,0.005889,0.018623,-0.005653,0.017431,0.98,0.063246,0.9408,1.0192,0.0,0.0,0.0,0.0,2.4,0.843274,1.877333,2.922667,2.4,0.843274,1.877333,2.922667,0.951462,0.040801,0.926173,0.97675,0.3,0.483046,0.000605,0.599395,11.4,7.167829,6.957333,15.842667,2.272903,0.593318,1.905161,2.640645,0.2,0.421637,-0.061333,0.461333,,,,,,,,,,,,,,,,,,,,,,,,,0.0377,0.016506,0.027469,0.047931
oracle+meek,none,0,10,10,0,0.642857,0.204817,0.51591,0.769804,1.0,0.0,1.0,1.0,0.9,0.069007,0.857229,0.942771,1.7,0.823273,1.18973,2.21027,0.866667,0.219427,0.730664,1.002669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.295692,0.290361,0.115724,0.47566,0.814817,0.17568,0.700039,0.929594,0.0,0.0,0.0,0.0,1.4,0.843274,0.877333,1.922667,1.4,0.843274,0.877333,1.922667,0.9,0.069006,0.857229,0.942771,0.3,0.483046,0.000605,0.599395,4.5,2.635231,2.866667,6.133333,1.316978,0.689284,0.889755,1.744201,0.2,0.421637,-0.061333,0.461333,,,,,,,,,,,,,,,,,,,,,,,,,0.2527,0.783297,-0.232792,0.738192
oracle+meek,none,1,10,10,0,0.781818,0.179304,0.670685,0.892952,0.892381,0.204315,0.765745,1.019017,0.956061,0.060795,0.918379,0.993742,1.5,1.269296,0.713282,2.286718,0.883333,0.19325,0.763556,1.003111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.056675,0.146199,-0.03394,0.14729,0.775,0.34258,0.562667,0.987333,0.0,0.0,0.0,0.0,1.8,0.788811,1.31109,2.28891,1.8,0.788811,1.31109,2.28891,0.956061,0.060795,0.918379,0.993742,0.5,0.527046,0.173333,0.826667,4.6,1.646545,3.579461,5.620539,1.47271,0.338733,1.262761,1.682659,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0102,0.001751,0.009115,0.011285
