run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,reserve_frac,edits_correct_remove,edits_correct_add,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
20260820T060705Z,2026-08-20T06:07:05.553061+00:00,study2,probe_random_edits,,none,1,123393401,1233934010108,6,6,300,150,2,1,6,3,success,,6.388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,0,1,1.0,4,1,1.87706,0.73346,0.72183,,,,,4,4,,1.0,3,3,0.5,0,0,,,,,,,,,
20260820T060705Z,2026-08-20T06:07:05.552808+00:00,study2,probe_skel_only,,none,1,123393401,1233934010108,6,6,300,150,2,1,6,3,success,,6.391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,0,1,1.0,4,1,1.38704,0.0,1.0,,,,,,,,1.0,3,3,0.5,0,0,,,,,,,,,
20260820T060705Z,2026-08-20T06:07:11.977725+00:00,study2,probe_random_edits_noreserve,,none,1,123393401,1233934010108,6,6,300,150,2,1,6,3,success,,0.456,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,0.5,2,1,7,0,2,48,0,0,0.923077,-1,-1,2.09228,0.04967,0.99136,,,,,4,4,,1.0,3,3,0.0,0,0,,,,,,,,,
20260820T060705Z,2026-08-20T06:07:12.040549+00:00,study2,probe_oracle_edits,,none,1,123393401,1233934010108,6,6,300,150,2,1,6,3,success,,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,0,1,1.0,4,1,1.38704,0.0,1.0,,,,,0,0,,1.0,3,3,0.5,0,0,,,,,,,,,
20260820T060705Z,2026-08-20T06:07:12.464835+00:00,study2,probe_oracle_edits_noreserve,,none,1,123393401,1233934010108,6,6,300,150,2,1,6,3,success,,0.218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,0,1,1.0,4,1,1.38704,0.0,1.0,,,,,0,0,,1.0,3,3,0.0,0,0,,,,,,,,,
20260820T060705Z,2026-08-20T06:07:05.547456+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,123393401,1233934010108,6,6,300,150,2,1,6,3,success,,9.285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,4,1,2.14876,1.18958,0.57059,,,0,,3,4,0,1.0,3,3,0.5,0,0,1,0,0,1253,274,0,1527,0.00076723,2.7794
20260820T060705Z,2026-08-20T06:07:05.550202+00:00,study2,probe_noreserve,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,123393401,1233934010108,6,6,300,150,2,1,6,3,success,,9.313,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,0.5,2,1,7,0,2,48,48,0,0.923077,-1,-1,2.65037,0.33415,0.92016,,,0,,3,4,1,1.0,3,3,0.0,0,0,1,0,0,1253,274,0,1527,0.00076723,0.0
20260820T060705Z,2026-08-20T06:07:05.548743+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,123393401,1233934010108,6,6,300,150,2,1,6,3,success,,9.783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,4,1,1.87706,0.73346,0.72183,,,0,,4,4,0,1.0,3,3,0.5,0,0,1,0,0,833,116,0,949,0.00019455,3.3963
20260820T060705Z,2026-08-20T06:07:05.552338+00:00,study2,probe_noreserve,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,123393401,1233934010108,6,6,300,150,2,1,6,3,success,,9.807,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,0.5,2,1,7,0,2,48,48,0,0.923077,-1,-1,2.09228,0.01534,0.99785,,,0,,4,4,1,1.0,3,3,0.0,0,0,1,0,0,833,116,0,949,0.00019455,0.0
20260820T060705Z,2026-08-20T06:07:15.364004+00:00,study2,probe_skel_only,,none,1,295485567,2954855670108,6,6,300,150,2,1,6,4,success,,0.328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,48,0,1,1.0,4,1,1.60944,0.0,1.0,,,,,,,,1.0,4,2,0.5,0,0,,,,,,,,,
