arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
oracle,none,1,20,20,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00115,0.000366,0.000989,0.001311,,,,,,,,,,,,,,,,
oracle,none,2,20,20,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014,0.000503,0.00118,0.00162,,,,,,,,,,,,,,,,
pc_greedy_meek,none,1,20,20,0,0.821212,0.159941,0.751115,0.891309,0.853333,0.220674,0.756619,0.950048,0.910606,0.0818,0.874755,0.946457,1.5,1.147079,0.997271,2.002729,0.85,0.215618,0.755501,0.944499,1.7,0.801315,1.348808,2.051192,1.7,0.801315,1.348808,2.051192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.910606,0.0818,0.874755,0.946457,,,,,,,,,,,,,,,,,,,,,,,,,0.12845,0.481731,-0.082678,0.339578,,,,,,,,,,,,,,,,
pc_greedy_meek,none,2,20,20,0,0.836144,0.148253,0.771169,0.901119,0.826627,0.22072,0.729892,0.923362,0.88941,0.086363,0.85156,0.927261,2.05,1.731291,1.291228,2.808772,0.883333,0.188096,0.800897,0.96577,1.85,0.812728,1.493806,2.206194,1.85,0.812728,1.493806,2.206194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88941,0.086363,0.85156,0.927261,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.008156,0.030425,0.037575,,,,,,,,,,,,,,,,
probe,gpt-4o-mini-2024-07-18,1,20,20,0,0.921096,0.100212,0.877176,0.965015,0.952381,0.107038,0.905469,0.999293,0.930186,0.089363,0.891021,0.969352,0.85,1.03999,0.394204,1.305796,0.783333,0.210124,0.691242,0.875424,2.15,0.74516,1.823419,2.476581,2.15,0.74516,1.823419,2.476581,48.0,0.0,48.0,48.0,0.55,0.510418,0.3263,0.7737,0.92873,0.099553,0.885099,0.97236,0.15,1.089423,-0.327461,0.627461,2.446939,0.748236,2.11901,2.774868,0.074927,0.191186,-0.008865,0.158718,0.973319,0.080014,0.938252,1.008386,,,,,,,,,0.910606,0.0818,0.874755,0.946457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85075,0.780066,1.508871,2.192629,3.45,0.604805,3.184932,3.715068,3.3,1.174286,2.785347,3.814653,0.15,0.366348,-0.010559,0.310559,0.4,0.502625,0.179715,0.620285
probe,gpt-4o-mini-2024-07-18,2,20,20,0,0.871465,0.142185,0.809149,0.93378,0.863254,0.166046,0.790481,0.936027,0.902268,0.09798,0.859326,0.945209,1.75,1.860249,0.93471,2.56529,0.841667,0.205729,0.751502,0.931832,2.05,0.759155,1.717286,2.382714,2.05,0.759155,1.717286,2.382714,48.0,0.0,48.0,48.0,0.3,0.470162,0.093942,0.506058,0.902262,0.097447,0.859554,0.94497,-0.4,0.940325,-0.812115,0.012115,2.275914,0.82866,1.912737,2.63909,0.239506,0.422736,0.054234,0.424778,0.903573,0.188016,0.821171,0.985975,,,,,,,,,0.88941,0.086363,0.85156,0.927261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0761,0.784071,1.732466,2.419734,3.85,0.366348,3.689441,4.010559,2.45,1.234376,1.909011,2.990989,0.2,0.410391,0.020138,0.379862,0.45,0.604805,0.184932,0.715068
probe,qwen3-coder-30b-a3b-instruct,1,20,20,0,0.852681,0.153708,0.785315,0.920046,0.864048,0.195421,0.7784,0.949695,0.893706,0.095539,0.851835,0.935578,1.5,1.432701,0.872091,2.127909,0.75,0.19868,0.662925,0.837075,2.25,0.786398,1.905346,2.594654,2.25,0.786398,1.905346,2.594654,48.0,0.0,48.0,48.0,0.4,0.502625,0.179715,0.620285,0.910606,0.096442,0.868338,0.952874,-0.15,1.089423,-0.627461,0.327461,2.605704,0.692016,2.302414,2.908993,0.195377,0.304442,0.061949,0.328804,0.928731,0.121697,0.875395,0.982068,,,,,,,,,0.910606,0.0818,0.874755,0.946457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9268,0.672983,1.631852,2.221748,3.1,0.967906,2.675796,3.524204,3.45,0.887041,3.061237,3.838763,0.1,0.307794,-0.034896,0.234896,0.2,0.410391,0.020138,0.379862
probe,qwen3-coder-30b-a3b-instruct,2,20,20,0,0.883841,0.109457,0.83587,0.931813,0.856703,0.191504,0.772772,0.940633,0.90889,0.077985,0.874711,0.943069,1.6,1.429022,0.973703,2.226297,0.766667,0.205196,0.676736,0.856598,2.2,0.833509,1.834699,2.565301,2.2,0.833509,1.834699,2.565301,48.0,0.0,48.0,48.0,0.25,0.444262,0.055294,0.444706,0.904405,0.09796,0.861472,0.947338,-0.45,0.998683,-0.887692,-0.012308,2.293225,0.875771,1.909401,2.677049,0.199077,0.37853,0.033179,0.364975,0.913276,0.191088,0.829528,0.997023,,,,,,,,,0.88941,0.086363,0.85156,0.927261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.025,0.786055,1.680496,2.369504,3.25,1.069924,2.781085,3.718915,3.35,0.933302,2.940962,3.759038,0.25,0.55012,0.008899,0.491101,0.45,0.604805,0.184932,0.715068
probe_mec_only,none,1,20,20,0,0.80303,0.169791,0.728616,0.877444,0.853333,0.220674,0.756619,0.950048,0.910606,0.0818,0.874755,0.946457,1.6,1.231174,1.060414,2.139586,0.883333,0.210124,0.791242,0.975424,1.6,0.680557,1.301733,1.898267,1.6,0.680557,1.301733,1.898267,5.4,3.315038,3.947121,6.852879,0.25,0.444262,0.055294,0.444706,0.812121,0.148568,0.747009,0.877234,-0.5,0.888523,-0.889413,-0.110587,1.512637,0.633243,1.235106,1.790169,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,0.910606,0.0818,0.874755,0.946457,,,,,,,,,,,,,,,,,,,,,,,,,0.1898,0.183268,0.109479,0.270121,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_mec_only,none,2,20,20,0,0.849719,0.125129,0.794878,0.904559,0.843294,0.192261,0.759032,0.927556,0.88941,0.086363,0.85156,0.927261,1.95,1.538112,1.275893,2.624107,0.925,0.157419,0.856008,0.993992,1.75,0.786398,1.405346,2.094654,1.75,0.786398,1.405346,2.094654,7.8,6.370987,5.007792,10.592208,0.1,0.307794,-0.034896,0.234896,0.849718,0.125129,0.794878,0.904559,-0.8,0.615587,-1.069793,-0.530207,1.772204,0.782685,1.429177,2.115231,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,0.88941,0.086363,0.85156,0.927261,,,,,,,,,,,,,,,,,,,,,,,,,0.3622,0.423079,0.176778,0.547622,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
