arm,model_tag,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
probe,claude-haiku-4.5,60,60,0,0.837196,0.142312,0.801186,0.873206,0.815688,0.228863,0.757778,0.873599,0.887415,0.082294,0.866592,0.908238,2.116667,1.657972,1.697142,2.536191,0.780556,0.215876,0.725931,0.83518,2.216667,0.640224,2.054668,2.378666,2.216667,0.640224,2.054668,2.378666,47.8,1.549193,47.408,48.192,0.233333,0.426522,0.125408,0.341258,0.886367,0.096053,0.862062,0.910671,-0.516667,0.892372,-0.742468,-0.290865,2.454773,0.723528,2.271695,2.637851,0.132651,0.29686,0.057535,0.207767,0.932804,0.160192,0.89227,0.973339,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.030533,0.837474,0.818623,1.242444,1.683333,0.624138,1.525405,1.841262,2.116667,0.738566,1.929784,2.30355,0.116667,0.323732,0.034751,0.198582,0.65,0.684576,0.476778,0.823222
probe,gemini-3-flash-preview,60,60,0,0.826504,0.14691,0.789331,0.863678,0.840574,0.214145,0.786387,0.89476,0.882543,0.09337,0.858917,0.906169,2.316667,1.978629,1.816005,2.817329,0.745833,0.20666,0.693541,0.798126,2.366667,0.609714,2.212388,2.520946,2.366667,0.609714,2.212388,2.520946,47.533333,3.13248,46.740707,48.32596,0.2,0.403376,0.097932,0.302068,0.883874,0.095867,0.859617,0.908132,-0.566667,0.908839,-0.796635,-0.336699,2.641281,0.53235,2.506578,2.775984,0.186786,0.367227,0.093864,0.279707,0.913901,0.1875,0.866457,0.961345,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077617,0.849809,0.862585,1.292648,0.4,0.588016,0.251211,0.548789,2.55,1.048405,2.284717,2.815283,0.133333,0.342803,0.046592,0.220075,0.833333,0.762837,0.640309,1.026358
probe,gpt-4o-mini-2024-07-18,60,60,0,0.819974,0.167271,0.777648,0.862299,0.796616,0.256484,0.731717,0.861516,0.878697,0.088286,0.856357,0.901036,2.283333,1.957962,1.787901,2.778766,0.768056,0.208173,0.71538,0.820731,2.283333,0.691147,2.108449,2.458218,2.283333,0.691147,2.108449,2.458218,48.0,0.0,48.0,48.0,0.166667,0.375823,0.07157,0.261763,0.875356,0.096367,0.850972,0.89974,-0.65,0.798834,-0.852133,-0.447867,2.557315,0.770206,2.362426,2.752204,0.189531,0.350778,0.100772,0.27829,0.912511,0.17435,0.868394,0.956627,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.051433,0.946426,0.811954,1.290912,3.683333,0.536519,3.547575,3.819091,2.666667,1.230498,2.355308,2.978026,0.116667,0.323732,0.034751,0.198582,0.383333,0.555151,0.242861,0.523806
probe,gpt-5.4-mini,60,60,0,0.846463,0.143147,0.810242,0.882684,0.826274,0.222668,0.769931,0.882616,0.884973,0.087916,0.862728,0.907219,2.066667,1.802697,1.610521,2.522812,0.801389,0.215944,0.746748,0.85603,2.183333,0.650728,2.018677,2.34799,2.183333,0.650728,2.018677,2.34799,48.0,0.0,48.0,48.0,0.233333,0.426522,0.125408,0.341258,0.889004,0.097295,0.864385,0.913623,-0.483333,0.965361,-0.727603,-0.239063,2.515578,0.706583,2.336788,2.694368,0.148498,0.273005,0.079418,0.217578,0.932215,0.145315,0.895445,0.968985,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021933,0.853183,0.806048,1.237818,2.3,1.252793,1.983,2.617,2.916667,0.961843,2.673287,3.160046,0.116667,0.323732,0.034751,0.198582,0.633333,0.662984,0.465575,0.801091
probe,qwen3-coder-30b-a3b-instruct,60,60,0,0.831868,0.147044,0.794661,0.869075,0.801875,0.22356,0.745306,0.858444,0.879598,0.091729,0.856387,0.902809,2.216667,1.878438,1.741356,2.691977,0.747222,0.211469,0.693713,0.800731,2.316667,0.596364,2.165766,2.467568,2.316667,0.596364,2.165766,2.467568,48.0,0.0,48.0,48.0,0.2,0.403376,0.097932,0.302068,0.879963,0.096987,0.855422,0.904504,-0.533333,0.98233,-0.781897,-0.28477,2.612211,0.690066,2.437601,2.786822,0.142692,0.307082,0.06499,0.220395,0.929081,0.166427,0.886969,0.971193,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.095283,0.920197,0.862441,1.328125,3.25,1.083388,2.975865,3.524135,3.516667,0.812856,3.310986,3.722348,0.116667,0.323732,0.034751,0.198582,0.483333,0.567231,0.339804,0.626863
probe_noreserve,claude-haiku-4.5,60,60,0,0.823552,0.139271,0.788312,0.858792,0.814989,0.254516,0.750587,0.87939,0.869488,0.08554,0.847844,0.891133,2.383333,1.657972,1.963809,2.802858,0.775,0.214417,0.720745,0.829255,2.25,0.627748,2.091158,2.408842,2.25,0.627748,2.091158,2.408842,47.8,1.549193,47.408,48.192,0.15,0.360085,0.058886,0.241114,0.864667,0.102815,0.838651,0.890683,-0.7,0.720169,-0.882228,-0.517772,2.474921,0.772451,2.279464,2.670378,0.158754,0.341746,0.072281,0.245228,0.909578,0.194987,0.86024,0.958917,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031617,0.849088,0.816768,1.246465,1.683333,0.624138,1.525405,1.841262,2.116667,0.738566,1.929784,2.30355,0.116667,0.323732,0.034751,0.198582,0.65,0.684576,0.476778,0.823222
probe_noreserve,gemini-3-flash-preview,60,60,0,0.809408,0.143649,0.773059,0.845756,0.858669,0.210467,0.805414,0.911925,0.874058,0.087594,0.851893,0.896222,2.55,1.881444,2.073929,3.026071,0.727778,0.200556,0.67703,0.778526,2.433333,0.5928,2.283334,2.583333,2.433333,0.5928,2.283334,2.583333,47.533333,3.13248,46.740707,48.32596,0.116667,0.323732,0.034751,0.198582,0.852638,0.1111,0.824526,0.88075,-0.766667,0.647464,-0.930498,-0.602836,2.804758,0.683127,2.631903,2.977613,0.279637,0.440145,0.168265,0.391009,0.858449,0.228264,0.80069,0.916208,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1909,0.990767,0.940201,1.441599,0.4,0.588016,0.251211,0.548789,2.55,1.048405,2.284717,2.815283,0.133333,0.342803,0.046592,0.220075,0.833333,0.762837,0.640309,1.026358
probe_noreserve,gpt-4o-mini-2024-07-18,60,60,0,0.78298,0.171075,0.739692,0.826268,0.784649,0.257731,0.719434,0.849864,0.850149,0.093564,0.826474,0.873824,2.866667,2.037502,2.351108,3.382226,0.745833,0.20666,0.693541,0.798126,2.333333,0.65527,2.167527,2.499139,2.333333,0.65527,2.167527,2.499139,48.0,0.0,48.0,48.0,0.083333,0.278718,0.012808,0.153859,0.835929,0.108446,0.808488,0.86337,-0.833333,0.557436,-0.974384,-0.692283,2.57685,0.873952,2.355709,2.79799,0.274491,0.403891,0.172292,0.376689,0.862253,0.210148,0.809078,0.915428,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09465,0.962968,0.850985,1.338315,3.683333,0.536519,3.547575,3.819091,2.666667,1.230498,2.355308,2.978026,0.116667,0.323732,0.034751,0.198582,0.383333,0.555151,0.242861,0.523806
probe_noreserve,gpt-5.4-mini,60,60,0,0.832618,0.142066,0.79667,0.868565,0.844994,0.184944,0.798196,0.891791,0.873769,0.093193,0.850187,0.89735,2.283333,1.814178,1.824283,2.742384,0.795833,0.215034,0.741422,0.850244,2.233333,0.620734,2.076266,2.390401,2.233333,0.620734,2.076266,2.390401,48.0,0.0,48.0,48.0,0.15,0.360085,0.058886,0.241114,0.849474,0.120142,0.819074,0.879874,-0.7,0.720169,-0.882228,-0.517772,2.603392,0.809556,2.398546,2.808238,0.270987,0.470838,0.151848,0.390125,0.867529,0.23127,0.80901,0.926049,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0576,0.85602,0.840997,1.274203,2.3,1.252793,1.983,2.617,2.916667,0.961843,2.673287,3.160046,0.116667,0.323732,0.034751,0.198582,0.633333,0.662984,0.465575,0.801091
probe_noreserve,qwen3-coder-30b-a3b-instruct,60,60,0,0.803389,0.155813,0.763963,0.842815,0.803558,0.242237,0.742264,0.864853,0.857204,0.098049,0.832394,0.882014,2.65,1.955652,2.155152,3.144848,0.741667,0.209081,0.688762,0.794571,2.35,0.577106,2.203972,2.496028,2.35,0.577106,2.203972,2.496028,48.0,0.0,48.0,48.0,0.133333,0.342803,0.046592,0.220075,0.843727,0.114567,0.814738,0.872717,-0.733333,0.685607,-0.906816,-0.559851,2.731719,0.818086,2.524715,2.938723,0.283095,0.4745,0.16303,0.40316,0.877063,0.219291,0.821574,0.932551,,,,,,,,,0.862349,0.080335,0.842022,0.882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103383,0.850787,0.888105,1.318662,3.25,1.083388,2.975865,3.524135,3.516667,0.812856,3.310986,3.722348,0.116667,0.323732,0.034751,0.198582,0.483333,0.567231,0.339804,0.626863
