run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,reserve_frac,edits_correct_remove,edits_correct_add,repair_evidence,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
20260820T064645Z,2026-08-20T06:46:45.341285+00:00,study2,oracle,,none,1,123393401,1233934010108,6,6,1000,150,2,1,6,3,success,,0.008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:45.341943+00:00,study2,pc_greedy_meek,,none,1,123393401,1233934010108,6,6,1000,150,2,1,6,3,success,,1.678,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,1.0,1,1,6,0,1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:47.037831+00:00,study2,probe_mec_only,,none,1,123393401,1233934010108,6,6,1000,150,2,1,6,3,success,,0.182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,4,0,1,1.0,1,1,1.38629,0.0,1.0,,,,,,,,1.0,3,3,0.5,0,0,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:47.224191+00:00,study2,oracle,,none,1,295485567,2954855670108,6,6,1000,150,2,1,6,4,success,,0.003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:47.229152+00:00,study2,pc_greedy_meek,,none,1,295485567,2954855670108,6,6,1000,150,2,1,6,4,success,,0.025,1.0,0.8333333333333334,0.9090909090909091,0.6666666666666666,1.0,0.8333333333333334,0.9090909090909091,1,1.0,1,1,5,0,1,,,,,,,,,,,,,,,,,0.909091,,,,,,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:47.259817+00:00,study2,probe_skel_only,,none,1,295485567,2954855670108,6,6,1000,150,2,1,6,4,success,,0.781,1.0,0.8333333333333334,0.9090909090909091,0.6666666666666666,1.0,0.8333333333333334,0.9090909090909091,1,1.0,1,1,5,0,1,32,0,0,0.909091,-1,-1,1.79176,0.0,1.0,,,,,,,,0.909091,5,0,0.5,0,0,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:45.342772+00:00,study2,probe_skel_only,,none,1,123393401,1233934010108,6,6,1000,150,2,1,6,3,success,,2.949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,0,1,1.0,1,1,1.38629,0.0,1.0,,,,,,,,1.0,3,3,0.5,0,0,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:45.345455+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,123393401,1233934010108,6,6,1000,150,2,1,6,3,success,,3.061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,1,1,1.91271,0.40663,0.8957,,,0,,4,2,1,1.0,3,3,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064645Z,2026-08-20T06:46:45.350183+00:00,study2,probe_oracle_edits,,none,1,123393401,1233934010108,6,6,1000,150,2,1,6,3,success,,3.205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,0,1,1.0,1,1,1.38629,0.0,1.0,,,,,0,0,,1.0,3,3,0.5,0,0,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:45.344479+00:00,study2,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,123393401,1233934010108,6,6,1000,150,2,1,6,3,success,,3.748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,48,1,1.0,1,1,2.35948,1.20182,0.49961,,,0,,4,4,1,1.0,3,3,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
20260820T064645Z,2026-08-20T06:46:45.343510+00:00,study2,probe_random_edits,,none,1,123393401,1233934010108,6,6,1000,150,2,1,6,3,success,,3.772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,2,1,6,0,2,48,0,1,1.0,1,1,2.35948,1.20182,0.49961,,,,,4,4,,1.0,3,3,0.5,0,0,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:49.126028+00:00,study2,oracle,,none,1,325160078,3251600780108,6,6,1000,150,2,1,6,4,success,,0.006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:49.134464+00:00,study2,pc_greedy_meek,,none,1,325160078,3251600780108,6,6,1000,150,2,1,6,4,success,,0.027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,6,0,1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:48.045047+00:00,study2,probe_random_edits,,none,1,295485567,2954855670108,6,6,1000,150,2,1,6,4,success,,1.186,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1.0,1,1,6,0,1,48,0,0,0.909091,-1,-1,1.60944,0.0,1.0,,,,,4,4,,0.909091,5,0,0.5,0,0,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:49.115495+00:00,study2,probe_mec_only,,none,1,295485567,2954855670108,6,6,1000,150,2,1,6,4,success,,0.463,1.0,0.8333333333333334,0.9090909090909091,0.6666666666666666,1.0,0.8333333333333334,0.9090909090909091,1,0.5,2,1,5,0,2,6,0,0,0.909091,-1,-1,1.79176,-0.0,1.0,,,,,,,,0.909091,5,0,0.5,0,0,,,,,,,,,,
20260820T064645Z,2026-08-20T06:46:48.418111+00:00,study2,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,295485567,2954855670108,6,6,1000,150,2,1,6,4,success,,1.214,0.625,0.8333333333333334,0.7142857142857143,0.0,0.375,0.5,0.42857142857142855,6,1.0,1,1,8,0,1,48,48,0,0.909091,-1,-1,1.38629,0.0,1.0,,,0,,0,3,1,0.909091,5,0,0.5,0,0,,0,0,0,0,0,0,0,0.0,0.0
